Time_s,Load_kN,Extensometer_mm,COD_mm,Displacement_mm,SP-Actuator_mm,SV-Actuator_,CY-Actuator_,Stress_MPa,Strain_%,True Stress_MPa,True Strain_%,
51.008499,-0.002472,0.000000,4.130699,15.633498,25.611799,25.611799,0.000000,-0.358240,48.854683,-0.533257,39.780037,
51.112598,-0.003264,-0.000029,4.130727,15.666816,25.644800,25.644800,0.000000,-0.473108,48.958797,-0.704736,39.849957,
51.216698,-0.002393,-0.000004,4.130698,15.700110,25.678299,25.678299,0.000000,-0.346745,49.062843,-0.516868,39.919781,
51.320797,-0.002391,-0.000038,4.130701,15.733394,25.711699,25.711699,0.000000,-0.346585,49.166855,-0.516990,39.989532,
51.424896,-0.003254,-0.000111,4.130733,15.766751,25.744799,25.744799,0.000000,-0.471602,49.271099,-0.703965,40.059391,
51.528996,-0.002613,-0.000040,4.130702,15.800004,25.778200,25.778200,0.000000,-0.378694,49.375011,-0.565674,40.128983,
51.633095,-0.002097,-0.000047,4.130703,15.833350,25.811600,25.811600,0.000000,-0.303914,49.479218,-0.454289,40.198719,
51.737194,-0.002986,-0.000041,4.130699,15.866647,25.844700,25.844700,0.000000,-0.432815,49.583271,-0.647418,40.268307,
51.841293,-0.003170,-0.000053,4.130721,15.900008,25.878099,25.878099,0.000000,-0.459363,49.687527,-0.687609,40.337978,
51.945393,-0.004739,-0.000151,4.130793,15.933282,25.911499,25.911499,0.000000,-0.686786,49.791508,-1.028747,40.407421,
52.049492,-0.002520,-0.000129,4.130761,15.966628,25.944599,25.944599,0.000000,-0.365201,49.895714,-0.547420,40.476963,
52.153591,-0.002382,-0.000099,4.130752,15.999951,25.977999,25.977999,0.000000,-0.345188,49.999847,-0.517782,40.546410,
52.257690,-0.002712,-0.000135,4.130754,16.033249,26.011400,26.011400,0.000000,-0.393072,50.103905,-0.590016,40.615757,
52.361790,-0.003349,-0.000115,4.130753,16.066555,26.044498,26.044498,0.000000,-0.485338,50.207985,-0.729016,40.685070,
52.465889,-0.003252,-0.000124,4.130756,16.099888,26.077900,26.077900,0.000000,-0.471362,50.312149,-0.708515,40.754395,
52.569988,-0.002556,-0.000156,4.130763,16.133209,26.111300,26.111300,0.000000,-0.370393,50.416279,-0.557132,40.823647,
52.674088,-0.003023,-0.000010,4.130686,16.166496,26.144400,26.144400,0.000000,-0.438147,50.520302,-0.659501,40.892776,
52.778187,-0.002425,-0.000044,4.130737,16.199795,26.177799,26.177799,0.000000,-0.351496,50.624359,-0.529438,40.961887,
52.882286,-0.003498,-0.000077,4.130777,16.233105,26.211199,26.211199,0.000000,-0.507002,50.728451,-0.764196,41.030972,
52.986385,-0.002047,-0.000071,4.130735,16.266430,26.244299,26.244299,0.000000,-0.296677,50.832592,-0.447485,41.100037,
53.090485,-0.003982,-0.000044,4.130733,16.299702,26.277699,26.277699,0.000000,-0.577134,50.936569,-0.871106,41.168949,
53.194584,-0.002704,-0.000019,4.130725,16.333015,26.311199,26.311199,0.000000,-0.391886,51.040672,-0.591907,41.237896,
53.298683,-0.001673,-0.000068,4.130737,16.366341,26.344200,26.344200,0.000000,-0.242485,51.144814,-0.366504,41.306824,
53.402782,-0.002959,-0.000012,4.130683,16.399647,26.377699,26.377699,0.000000,-0.428811,51.248898,-0.648572,41.375660,
53.506882,-0.003561,-0.000055,4.130708,16.432945,26.411098,26.411098,0.000000,-0.516061,51.352955,-0.781074,41.444435,
53.610981,-0.003592,-0.000035,4.130685,16.466240,26.444500,26.444500,0.000000,-0.520652,51.457001,-0.788564,41.513157,
53.715080,-0.002616,0.000002,4.130672,16.499569,26.477600,26.477600,0.000000,-0.379116,51.561153,-0.574593,41.581902,
53.819180,-0.002609,0.000072,4.130657,16.532917,26.511000,26.511000,0.000000,-0.378169,51.665367,-0.573552,41.650635,
53.923279,-0.002514,0.000058,4.130634,16.566216,26.544399,26.544399,0.000000,-0.364402,51.769424,-0.553051,41.719223,
54.027378,-0.004201,-0.000003,4.130711,16.599472,26.577499,26.577499,0.000000,-0.608840,51.873352,-0.924666,41.787678,
54.131477,-0.004637,0.000011,4.130666,16.632824,26.610899,26.610899,0.000000,-0.671963,51.977573,-1.021233,41.856277,
54.235577,-0.003739,-0.000008,4.130683,16.666115,26.644299,26.644299,0.000000,-0.541908,52.081608,-0.824142,41.924709,
54.339676,-0.003289,0.000021,4.130641,16.699417,26.677399,26.677399,0.000000,-0.476683,52.185677,-0.725443,41.993114,
54.443775,-0.003395,0.000039,4.130623,16.732689,26.710800,26.710800,0.000000,-0.491996,52.289654,-0.749259,42.061413,
54.547874,-0.003071,0.000016,4.130642,16.765991,26.744200,26.744200,0.000000,-0.445139,52.393723,-0.678364,42.129726,
54.651974,-0.003170,0.000081,4.130606,16.799358,26.777300,26.777300,0.000000,-0.459491,52.497993,-0.700715,42.198128,
54.756073,-0.002454,0.000083,4.130603,16.832668,26.810699,26.810699,0.000000,-0.355611,52.602089,-0.542669,42.266361,
54.860172,-0.003355,0.000022,4.130649,16.865898,26.844099,26.844099,0.000000,-0.486162,52.705933,-0.742398,42.334389,
54.964272,-0.002249,0.000041,4.130607,16.899250,26.877199,26.877199,0.000000,-0.325994,52.810158,-0.498152,42.402615,
55.068371,-0.003367,0.000060,4.130602,16.932590,26.910700,26.910700,0.000000,-0.487979,52.914345,-0.746190,42.470776,
55.172470,-0.002991,0.000032,4.130648,16.965885,26.944099,26.944099,0.000000,-0.433465,53.018391,-0.663281,42.538792,
55.276569,-0.003480,-0.000004,4.130682,16.999218,26.977200,26.977200,0.000000,-0.504418,53.122555,-0.772378,42.606842,
55.380669,-0.003718,0.000012,4.130671,17.032490,27.010599,27.010599,0.000000,-0.538865,53.226532,-0.825685,42.674725,
55.484768,-0.002877,0.000005,4.130680,17.065830,27.043999,27.043999,0.000000,-0.417011,53.330719,-0.639406,42.742699,
55.588867,-0.003719,0.000016,4.130656,17.099102,27.077099,27.077099,0.000000,-0.538957,53.434692,-0.826946,42.810486,
55.692966,-0.003986,0.000001,4.130682,17.132408,27.110498,27.110498,0.000000,-0.577746,53.538776,-0.887065,42.878296,
55.797066,-0.004035,0.000010,4.130688,17.165714,27.143900,27.143900,0.000000,-0.584807,53.642857,-0.898514,42.946060,
55.901165,-0.003582,0.000051,4.130641,17.199081,27.177000,27.177000,0.000000,-0.519121,53.747131,-0.798133,43.013905,
56.005264,-0.003189,-0.000012,4.130663,17.232361,27.210400,27.210400,0.000000,-0.462166,53.851128,-0.711048,43.081524,
56.109364,-0.002715,-0.000038,4.130695,17.265633,27.243799,27.243799,0.000000,-0.393531,53.955101,-0.605861,43.149082,
56.213463,-0.003252,-0.000013,4.130644,17.299000,27.276899,27.276899,0.000000,-0.471271,54.059376,-0.726037,43.216789,
56.317562,-0.003597,-0.000052,4.130655,17.332260,27.310299,27.310299,0.000000,-0.521365,54.163315,-0.803753,43.284233,
56.421661,-0.003352,-0.000004,4.130646,17.365616,27.343699,27.343699,0.000000,-0.485809,54.267548,-0.749445,43.351826,
56.525761,-0.004087,0.000010,4.130671,17.398895,27.376799,27.376799,0.000000,-0.592364,54.371548,-0.914442,43.419216,
56.629860,-0.002831,0.000010,4.130644,17.432228,27.410200,27.410200,0.000000,-0.410327,54.475712,-0.633856,43.486671,
56.733959,-0.003159,-0.000037,4.130666,17.465519,27.443600,27.443600,0.000000,-0.457869,54.579746,-0.707772,43.553993,
56.838058,-0.002709,-0.000018,4.130643,17.498814,27.477098,27.477098,0.000000,-0.392624,54.683792,-0.607326,43.621281,
56.942158,-0.002853,0.000001,4.130639,17.532104,27.510099,27.510099,0.000000,-0.413492,54.787827,-0.640036,43.688515,
57.046257,-0.002808,0.000012,4.130657,17.565365,27.543600,27.543600,0.000000,-0.406917,54.891766,-0.630280,43.755638,
57.150356,-0.003180,0.000015,4.130672,17.598747,27.577000,27.577000,0.000000,-0.460814,54.996086,-0.714244,43.822968,
57.254456,-0.003902,-0.000026,4.130666,17.632122,27.610100,27.610100,0.000000,-0.565508,55.100380,-0.877104,43.890236,
57.358555,-0.003259,-0.000016,4.130665,17.665333,27.643499,27.643499,0.000000,-0.472323,55.204166,-0.733065,43.957127,
57.462654,-0.003003,-0.000054,4.130702,17.698681,27.676899,27.676899,0.000000,-0.435173,55.308376,-0.675860,44.024250,
57.566753,-0.002828,-0.000102,4.130719,17.732006,27.709999,27.709999,0.000000,-0.409856,55.412518,-0.636968,44.091282,
57.670853,-0.003125,-0.000065,4.130674,17.765270,27.743399,27.743399,0.000000,-0.452927,55.516468,-0.704376,44.158146,
57.774952,-0.003056,-0.000041,4.130678,17.798603,27.776800,27.776800,0.000000,-0.442883,55.620636,-0.689218,44.225101,
57.879051,-0.002901,-0.000077,4.130680,17.831905,27.809898,27.809898,0.000000,-0.420470,55.724705,-0.654776,44.291954,
57.983150,-0.004075,-0.000089,4.130663,17.865223,27.843300,27.843300,0.000000,-0.590633,55.828823,-0.920377,44.358791,
58.087250,-0.003435,-0.000056,4.130662,17.898525,27.876699,27.876699,0.000000,-0.497760,55.932892,-0.776171,44.425556,
58.191349,-0.004101,-0.000082,4.130707,17.931751,27.898800,27.898800,0.000000,-0.594369,56.036724,-0.927434,44.492119,
58.295448,-0.003723,-0.000060,4.130701,17.937897,27.898800,27.898800,0.000000,-0.539604,56.055927,-0.842084,44.504425,
58.399548,-0.001796,-0.000023,4.130711,17.938305,27.898800,27.898800,0.000000,-0.260316,56.057201,-0.406242,44.505245,
58.503647,-0.002608,-0.000097,4.130747,17.938263,27.898800,27.898800,0.000000,-0.378030,56.057072,-0.589942,44.505161,
58.607746,-0.001417,-0.000068,4.130733,17.938305,27.898800,27.898800,0.000000,-0.205355,56.057201,-0.320471,44.505245,
58.711845,-0.002441,-0.000015,4.130683,17.938305,27.898800,27.898800,0.000000,-0.353831,56.057201,-0.552179,44.505245,
58.815945,-0.003186,-0.000007,4.130670,17.938305,27.898800,27.898800,0.000000,-0.461710,56.057201,-0.720531,44.505245,
58.920044,-0.002252,-0.000014,4.130688,17.938286,27.898800,27.898800,0.000000,-0.326399,56.057144,-0.509369,44.505207,
59.024143,-0.001791,-0.000072,4.130729,17.938286,27.898800,27.898800,0.000000,-0.259549,56.057144,-0.405045,44.505207,
59.128242,-0.002283,-0.000031,4.130704,17.938278,27.898800,27.898800,0.000000,-0.330824,56.057121,-0.516275,44.505192,
59.232342,-0.002177,-0.000052,4.130681,17.938282,27.898800,27.898800,0.000000,-0.315549,56.057133,-0.492436,44.505199,
59.336441,-0.002981,-0.000052,4.130686,17.938290,27.898800,27.898800,0.000000,-0.431959,56.057156,-0.674103,44.505215,
59.440540,-0.003327,-0.000030,4.130675,17.938278,27.898800,27.898800,0.000000,-0.482124,56.057121,-0.752389,44.505192,
59.544640,-0.003322,-0.000129,4.130746,17.938267,27.898800,27.898800,0.000000,-0.481485,56.057083,-0.751392,44.505169,
59.648739,-0.003670,-0.000036,4.130702,17.938271,27.898800,27.898800,0.000000,-0.531822,56.057095,-0.829945,44.505177,
