Time_s,Load_kN,Extensometer_mm,COD_mm,Displacement_mm,SP-Actuator_mm,SV-Actuator_,CY-Actuator_,Stress_MPa,Strain_%,True Stress_MPa,True Strain_%,
27.690262,1.050085,-0.000062,4.130692,8.172080,18.150499,18.150499,0.000000,152.186234,25.537750,191.051178,22.743633,
27.794361,1.047855,-0.000049,4.130692,8.205394,18.183599,18.183599,0.000000,151.863037,25.641855,190.803543,22.826527,
27.898460,1.047796,-0.000000,4.130661,8.238694,18.216999,18.216999,0.000000,151.854507,25.745920,190.950851,22.909317,
28.002560,1.047664,-0.000128,4.130728,8.271976,18.250500,18.250500,0.000000,151.835327,25.849924,191.084641,22.991993,
28.106659,1.047406,-0.000159,4.130767,8.305339,18.283499,18.283499,0.000000,151.798004,25.954184,191.195938,23.074804,
28.210758,1.046106,-0.000161,4.130789,8.338635,18.316999,18.316999,0.000000,151.609604,26.058235,191.116394,23.157381,
28.314857,1.046097,-0.000081,4.130724,8.371932,18.350399,18.350399,0.000000,151.608231,26.162287,191.272415,23.239889,
28.418957,1.045956,-0.000085,4.130731,8.405238,18.383799,18.383799,0.000000,151.587891,26.266369,191.404526,23.322353,
28.523056,1.045145,-0.000133,4.130746,8.438542,18.416899,18.416899,0.000000,151.470230,26.370445,191.413605,23.404745,
28.627155,1.044106,-0.000126,4.130741,8.471902,18.450300,18.450300,0.000000,151.319702,26.474693,191.381134,23.487206,
28.731255,1.042763,-0.000092,4.130733,8.505221,18.483700,18.483700,0.000000,151.125061,26.578817,191.292313,23.569498,
28.835354,1.042248,-0.000153,4.130746,8.538445,18.516800,18.516800,0.000000,151.050461,26.682642,191.354721,23.651489,
28.939453,1.040362,-0.000194,4.130777,8.571734,18.550200,18.550200,0.000000,150.777069,26.786671,191.165222,23.733572,
29.043552,1.041059,-0.000186,4.130771,8.605062,18.583599,18.583599,0.000000,150.878052,26.890818,191.450394,23.815683,
29.147652,1.039472,-0.000191,4.130766,8.638415,18.616699,18.616699,0.000000,150.648056,26.995049,191.315567,23.897791,
29.251751,1.039246,-0.000194,4.130774,8.671659,18.650099,18.650099,0.000000,150.615433,27.098932,191.430603,23.979559,
29.355850,1.038760,-0.000038,4.130686,8.704993,18.683500,18.683500,0.000000,150.544952,27.203104,191.497849,24.061487,
29.459949,1.038648,-0.000094,4.130718,8.738275,18.716600,18.716600,0.000000,150.528702,27.307108,191.633743,24.143215,
29.564049,1.038316,-0.000006,4.130677,8.771573,18.750000,18.750000,0.000000,150.480637,27.411165,191.729126,24.224920,
29.668148,1.037183,-0.000086,4.130746,8.804914,18.783400,18.783400,0.000000,150.316437,27.515354,191.676544,24.306660,
29.772247,1.036350,-0.000069,4.130749,8.838246,18.816500,18.816500,0.000000,150.195587,27.619520,191.678894,24.388315,
29.876347,1.035933,-0.000079,4.130718,8.871535,18.849899,18.849899,0.000000,150.135239,27.723547,191.758057,24.469795,
29.980446,1.033656,-0.000012,4.130664,8.904820,18.883400,18.883400,0.000000,149.805237,27.827564,191.492386,24.551201,
30.084545,1.034152,-0.000069,4.130729,8.938182,18.916399,18.916399,0.000000,149.877090,27.931818,191.740494,24.632727,
30.188644,1.032644,-0.000144,4.130780,8.971471,18.949900,18.949900,0.000000,149.658585,28.035847,191.616638,24.714008,
30.292744,1.032033,-0.000081,4.130731,9.004798,18.983299,18.983299,0.000000,149.570023,28.139994,191.659012,24.795319,
30.396843,1.030065,-0.000150,4.130751,9.038068,19.016399,19.016399,0.000000,149.284805,28.243961,191.448746,24.876421,
30.500942,1.026817,-0.000180,4.130779,9.071397,19.049799,19.049799,0.000000,148.814117,28.348116,191.000122,24.957603,
30.605042,1.027820,-0.000180,4.130795,9.104756,19.083200,19.083200,0.000000,148.959427,28.452364,191.341904,25.038794,
30.709141,1.028544,-0.000193,4.130782,9.138036,19.116299,19.116299,0.000000,149.064346,28.556362,191.631699,25.119724,
30.813240,1.027147,-0.000134,4.130723,9.171319,19.149700,19.149700,0.000000,148.861893,28.660372,191.526260,25.200598,
30.917339,1.027199,-0.000106,4.130726,9.204621,19.183100,19.183100,0.000000,148.869400,28.764442,191.690857,25.281452,
31.021439,1.026581,-0.000126,4.130727,9.237922,19.216200,19.216200,0.000000,148.779907,28.868505,191.730438,25.362236,
31.125538,1.025606,-0.000066,4.130679,9.271213,19.249599,19.249599,0.000000,148.638596,28.972540,191.702972,25.442932,
31.229637,1.024825,-0.000031,4.130659,9.304584,19.282999,19.282999,0.000000,148.525360,29.076824,191.711823,25.523758,
31.333736,1.025447,-0.000008,4.130692,9.337905,19.316099,19.316099,0.000000,148.615479,29.180952,191.982895,25.604397,
31.437836,1.023485,-0.000031,4.130685,9.371142,19.349499,19.349499,0.000000,148.331207,29.284821,191.769730,25.684769,
31.541935,1.022065,-0.000073,4.130702,9.404469,19.382900,19.382900,0.000000,148.125336,29.388968,191.657837,25.765293,
31.646034,1.022605,-0.000043,4.130683,9.437779,19.416300,19.416300,0.000000,148.203629,29.493061,191.913422,25.845711,
31.750134,1.021844,-0.000049,4.130684,9.471177,19.449400,19.449400,0.000000,148.093323,29.597429,191.925140,25.926275,
31.854233,1.019359,0.000030,4.130659,9.504415,19.482899,19.482899,0.000000,147.733200,29.701296,191.611877,26.006390,
31.958332,1.019107,0.000022,4.130674,9.537759,19.516300,19.516300,0.000000,147.696701,29.805496,191.718430,26.086697,
32.062431,1.017524,0.000040,4.130657,9.571103,19.549400,19.549400,0.000000,147.467285,29.909697,191.574310,26.166939,
32.166531,1.016111,-0.000048,4.130695,9.604402,19.582800,19.582800,0.000000,147.262543,30.013756,191.461563,26.247007,
32.270630,1.015225,-0.000062,4.130704,9.637649,19.616199,19.616199,0.000000,147.134003,30.117651,191.447311,26.326887,
32.374729,1.014997,-0.000086,4.130738,9.670997,19.649300,19.649300,0.000000,147.101059,30.221865,191.557739,26.406946,
32.478828,1.013191,-0.000074,4.130746,9.704267,19.682699,19.682699,0.000000,146.839279,30.325832,191.369507,26.486753,
32.582928,1.014632,-0.000051,4.130721,9.737588,19.716099,19.716099,0.000000,147.048126,30.429962,191.794815,26.566622,
32.687027,1.013172,-0.000074,4.130718,9.770936,19.749199,19.749199,0.000000,146.836517,30.534176,191.671829,26.646488,
32.791126,1.012468,-0.000048,4.130692,9.804170,19.782600,19.782600,0.000000,146.734436,30.638031,191.690979,26.726019,
32.895226,1.010855,-0.000163,4.130757,9.837485,19.816000,19.816000,0.000000,146.500717,30.742142,191.538177,26.805681,
32.999325,1.011940,-0.000141,4.130743,9.870858,19.849100,19.849100,0.000000,146.657959,30.846432,191.896713,26.885418,
33.103424,1.010678,-0.000021,4.130684,9.904132,19.882500,19.882500,0.000000,146.475021,30.950413,191.809647,26.964853,
33.207523,1.011020,-0.000045,4.130715,9.937377,19.915899,19.915899,0.000000,146.524704,31.054302,192.026932,27.044157,
33.311623,1.008832,-0.000110,4.130747,9.970775,19.948999,19.948999,0.000000,146.207611,31.158670,191.763962,27.123764,
33.415722,1.008479,-0.000151,4.130760,10.004071,19.982399,19.982399,0.000000,146.156403,31.262722,191.848877,27.203064,
33.519821,1.008166,-0.000065,4.130692,10.037395,20.015799,20.015799,0.000000,146.111053,31.366858,191.941498,27.282366,
33.623920,1.006322,-0.000058,4.130694,10.070703,20.048899,20.048899,0.000000,145.843704,31.470945,191.742096,27.361570,
33.728020,1.006302,0.000006,4.130662,10.103997,20.082300,20.082300,0.000000,145.840942,31.574991,191.890213,27.440678,
33.832119,1.006091,-0.000044,4.130686,10.137366,20.115799,20.115799,0.000000,145.810226,31.679270,192.001846,27.519901,
33.936218,1.004295,-0.000057,4.130682,10.170657,20.148800,20.148800,0.000000,145.550049,31.783304,191.810669,27.598875,
34.040318,1.004267,-0.000119,4.130701,10.203984,20.182299,20.182299,0.000000,145.545914,31.887451,191.956802,27.677874,
34.144417,1.001995,-0.000161,4.130728,10.237296,20.215700,20.215700,0.000000,145.216629,31.991550,191.673676,27.756773,
34.248516,1.001440,-0.000114,4.130708,10.270598,20.248800,20.248800,0.000000,145.136292,32.095619,191.718689,27.835587,
34.352615,1.000610,-0.000161,4.130734,10.303939,20.282200,20.282200,0.000000,145.016006,32.199810,191.710876,27.914429,
34.456715,0.999485,-0.000127,4.130715,10.337213,20.315599,20.315599,0.000000,144.852859,32.303791,191.645828,27.993055,
34.560814,0.998928,-0.000081,4.130698,10.370553,20.348999,20.348999,0.000000,144.772232,32.407978,191.689987,28.071772,
34.664913,0.998146,-0.000186,4.130756,10.403813,20.382099,20.382099,0.000000,144.658859,32.511917,191.690231,28.150240,
34.769012,0.997181,-0.000146,4.130725,10.437097,20.415499,20.415499,0.000000,144.518936,32.615929,191.655136,28.228703,
34.873112,0.996992,-0.000133,4.130728,10.470401,20.448900,20.448900,0.000000,144.491653,32.720001,191.769333,28.307148,
34.977211,0.996720,-0.000179,4.130757,10.503732,20.482000,20.482000,0.000000,144.452194,32.824162,191.867416,28.385597,
35.081310,0.994912,-0.000172,4.130744,10.537053,20.515400,20.515400,0.000000,144.190125,32.928291,191.669464,28.463963,
35.185410,0.994200,-0.000084,4.130722,10.570357,20.548800,20.548800,0.000000,144.086990,33.032368,191.682327,28.542227,
35.289509,0.994652,-0.000147,4.130739,10.603650,20.581900,20.581900,0.000000,144.152542,33.136406,191.919510,28.620403,
35.393608,0.992510,-0.000072,4.130693,10.636970,20.615299,20.615299,0.000000,143.842026,33.240528,191.655869,28.698578,
35.497707,0.991788,-0.000029,4.130675,10.670255,20.648699,20.648699,0.000000,143.737442,33.344547,191.666046,28.776617,
35.601807,0.991543,-0.000028,4.130673,10.703578,20.681799,20.681799,0.000000,143.701904,33.448681,191.768295,28.854681,
35.705906,0.990021,-0.000058,4.130688,10.736888,20.715200,20.715200,0.000000,143.481262,33.552776,191.623215,28.932655,
35.810005,0.991798,-0.000066,4.130698,10.770209,20.748699,20.748699,0.000000,143.738815,33.656902,192.116852,29.010590,
35.914104,0.990581,-0.000028,4.130686,10.803508,20.781799,20.781799,0.000000,143.562439,33.760963,192.030502,29.088417,
36.018204,0.988482,-0.000098,4.130715,10.836806,20.815199,20.815199,0.000000,143.258209,33.865021,191.772629,29.166180,
36.122303,0.987670,-0.000069,4.130708,10.870166,20.848600,20.848600,0.000000,143.140656,33.969269,191.764496,29.244024,
36.226402,0.988557,-0.000093,4.130722,10.903457,20.881699,20.881699,0.000000,143.269180,34.073303,192.085724,29.321650,
36.330502,0.987185,-0.000065,4.130708,10.936761,20.915100,20.915100,0.000000,143.070251,34.177380,191.967911,29.399248,
36.434601,0.985767,-0.000010,4.130686,10.970086,20.948500,20.948500,0.000000,142.864792,34.281521,191.841019,29.476831,
36.538700,0.985976,-0.000011,4.130667,11.003407,20.981600,20.981600,0.000000,142.895111,34.385647,192.030518,29.554342,
36.642799,0.982727,0.000076,4.130613,11.036675,21.014999,21.014999,0.000000,142.424194,34.489613,191.545746,29.631680,
36.746899,0.982149,0.000065,4.130616,11.070006,21.048399,21.048399,0.000000,142.340485,34.593769,191.581421,29.709095,
36.850998,0.983001,0.000009,4.130672,11.103314,21.081499,21.081499,0.000000,142.463989,34.697857,191.895935,29.786400,
36.955097,0.981882,0.000019,4.130648,11.136638,21.114899,21.114899,0.000000,142.301788,34.801994,191.825653,29.863682,
37.059196,0.981378,-0.000039,4.130652,11.169888,21.148300,21.148300,0.000000,142.228683,34.905903,191.874893,29.940733,
37.163296,0.980553,-0.000069,4.130666,11.203210,21.181400,21.181400,0.000000,142.109131,35.010033,191.861588,30.017891,
37.267395,0.978441,-0.000063,4.130668,11.236556,21.214800,21.214800,0.000000,141.803055,35.114239,191.596115,30.095043,
37.371494,0.979670,-0.000041,4.130692,11.269849,21.248199,21.248199,0.000000,141.981232,35.218277,191.984573,30.172016,
37.475594,0.978471,-0.000016,4.130668,11.303174,21.281300,21.281300,0.000000,141.807404,35.322418,191.897202,30.249002,
37.579693,0.976497,0.000010,4.130655,11.336461,21.314699,21.314699,0.000000,141.521301,35.426441,191.657257,30.325844,
37.683792,0.977472,0.000026,4.130656,11.369758,21.348200,21.348200,0.000000,141.662598,35.530491,191.996017,30.402645,
37.787891,0.977377,-0.000012,4.130707,11.403056,21.381599,21.381599,0.000000,141.648911,35.634552,192.124863,30.479397,
37.891991,0.973758,-0.000008,4.130685,11.436408,21.414700,21.414700,0.000000,141.124329,35.738773,191.560425,30.556206,
37.996090,0.974774,-0.000057,4.130699,11.469735,21.448099,21.448099,0.000000,141.271530,35.842922,191.907379,30.632904,
38.100189,0.973677,-0.000047,4.130708,11.503011,21.481499,21.481499,0.000000,141.112625,35.946907,191.838242,30.709423,
38.204288,0.973774,-0.000093,4.130747,11.536305,21.514599,21.514599,0.000000,141.126648,36.050953,192.004150,30.785927,
38.308388,0.971400,-0.000101,4.130751,11.569631,21.548000,21.548000,0.000000,140.782669,36.155094,191.682770,30.862444,
38.412487,0.970924,-0.000053,4.130729,11.602946,21.581400,21.581400,0.000000,140.713654,36.259209,191.735306,30.938885,
38.516586,0.970167,-0.000090,4.130726,11.636273,21.614500,21.614500,0.000000,140.603912,36.363354,191.732208,31.015285,
38.620686,0.970885,-0.000061,4.130730,11.669576,21.647900,21.647900,0.000000,140.707901,36.467422,192.020447,31.091572,
38.724785,0.968621,0.000038,4.130653,11.702851,21.681299,21.681299,0.000000,140.379868,36.571411,191.718765,31.167744,
38.828884,0.969734,0.000018,4.130668,11.736176,21.714399,21.714399,0.000000,140.541183,36.675552,192.085434,31.243969,
38.932983,0.967041,-0.000008,4.130683,11.769506,21.747799,21.747799,0.000000,140.150925,36.779705,191.698013,31.320145,
39.037083,0.967117,0.000016,4.130654,11.802806,21.781199,21.781199,0.000000,140.161865,36.883770,191.858841,31.396200,
39.141182,0.967858,-0.000053,4.130722,11.836110,21.814299,21.814299,0.000000,140.269348,36.987843,192.151947,31.472198,
39.245281,0.964961,-0.000093,4.130738,11.869397,21.847700,21.847700,0.000000,139.849396,37.091866,191.722153,31.548107,
39.349380,0.964094,-0.000106,4.130741,11.902692,21.881100,21.881100,0.000000,139.723755,37.195911,191.695282,31.623974,
39.453480,0.963679,-0.000102,4.130723,11.936013,21.914200,21.914200,0.000000,139.663666,37.300041,191.758270,31.699842,
39.557579,0.964194,-0.000068,4.130703,11.969344,21.947599,21.947599,0.000000,139.738205,37.404202,192.006165,31.775677,
39.661678,0.961716,-0.000073,4.130697,12.002654,21.981100,21.981100,0.000000,139.379196,37.508293,191.657959,31.851404,
39.765778,0.961141,-0.000069,4.130721,12.035977,22.014200,22.014200,0.000000,139.295853,37.612431,191.688400,31.927107,
39.869877,0.960825,-0.000018,4.130676,12.069289,22.047600,22.047600,0.000000,139.249939,37.716530,191.770187,32.002724,
39.973976,0.959912,-0.000059,4.130694,12.102633,22.080999,22.080999,0.000000,139.117752,37.820728,191.733109,32.078358,
40.078075,0.959242,-0.000100,4.130725,12.135919,22.114100,22.114100,0.000000,139.020630,37.924747,191.743851,32.153805,
40.182175,0.957917,-0.000016,4.130674,12.169232,22.147499,22.147499,0.000000,138.828552,38.028851,191.623459,32.229256,
40.286274,0.957095,-0.000064,4.130699,12.202544,22.180899,22.180899,0.000000,138.709412,38.132950,191.603409,32.304646,
40.390373,0.955891,-0.000079,4.130715,12.235936,22.213999,22.213999,0.000000,138.534973,38.237301,191.507004,32.380157,
40.494473,0.955129,-0.000051,4.130705,12.269168,22.247400,22.247400,0.000000,138.424515,38.341148,191.498062,32.455254,
40.598572,0.952427,-0.000023,4.130664,12.302423,22.280800,22.280800,0.000000,138.032974,38.445072,191.099854,32.530350,
40.702671,0.953932,-0.000024,4.130668,12.335847,22.313900,22.313900,0.000000,138.250992,38.549522,191.546082,32.605762,
40.806770,0.952654,-0.000020,4.130660,12.369046,22.347300,22.347300,0.000000,138.065765,38.653271,191.432693,32.680618,
40.910870,0.951333,-0.000033,4.130674,12.402392,22.380699,22.380699,0.000000,137.874329,38.757477,191.310944,32.755745,
41.014969,0.951087,-0.000017,4.130660,12.435702,22.414099,22.414099,0.000000,137.838715,38.861568,191.404999,32.830734,
41.119068,0.948191,-0.000102,4.130722,12.469031,22.447199,22.447199,0.000000,137.418945,38.965721,190.965225,32.905708,
41.223167,0.948181,-0.000025,4.130664,12.502271,22.480600,22.480600,0.000000,137.417572,39.069595,191.106064,32.980431,
41.327267,0.946868,-0.000092,4.130741,12.535613,22.514099,22.514099,0.000000,137.227219,39.173790,190.984329,33.055325,
41.431366,0.945792,-0.000053,4.130678,12.568940,22.547100,22.547100,0.000000,137.071335,39.277939,190.910126,33.130131,
41.535465,0.945462,-0.000159,4.130777,12.602227,22.580599,22.580599,0.000000,137.023560,39.381962,190.986130,33.204792,
41.639565,0.945184,-0.000124,4.130754,12.635524,22.614000,22.614000,0.000000,136.983261,39.486012,191.072495,33.279415,
41.743664,0.944019,-0.000112,4.130746,12.668794,22.647099,22.647099,0.000000,136.814377,39.589981,190.979156,33.353924,
41.847763,0.944324,-0.000078,4.130713,12.702170,22.680500,22.680500,0.000000,136.858627,39.694283,191.183670,33.428616,
41.951862,0.941261,-0.000083,4.130707,12.735450,22.713900,22.713900,0.000000,136.414612,39.798279,190.705276,33.503033,
42.055962,0.942515,-0.000104,4.130720,12.768800,22.747000,22.747000,0.000000,136.596375,39.902500,191.101746,33.577557,
42.160061,0.941395,0.000002,4.130674,12.802081,22.780399,22.780399,0.000000,136.434067,40.006504,191.016571,33.651871,
42.264160,0.939521,0.000012,4.130676,12.835410,22.813799,22.813799,0.000000,136.162430,40.110657,190.778076,33.726234,
42.368259,0.939203,-0.000003,4.130688,12.868718,22.846899,22.846899,0.000000,136.116348,40.214745,190.855194,33.800495,
42.472359,0.938302,-0.000022,4.130680,12.901996,22.880299,22.880299,0.000000,135.985794,40.318737,190.813553,33.874634,
42.576458,0.937555,-0.000062,4.130698,12.935309,22.913700,22.913700,0.000000,135.877518,40.422840,190.803070,33.948795,
42.680557,0.935202,-0.000128,4.130759,12.968616,22.946800,22.946800,0.000000,135.536560,40.526924,190.465363,34.022892,
42.784657,0.932753,-0.000120,4.130734,13.001889,22.980200,22.980200,0.000000,135.181610,40.630905,190.107117,34.096855,
42.888756,0.933034,-0.000081,4.130718,13.035251,23.013599,23.013599,0.000000,135.222382,40.735157,190.305435,34.170963,
42.992855,0.933278,-0.000074,4.130677,13.068585,23.046700,23.046700,0.000000,135.257629,40.839329,190.495941,34.244953,
43.096954,0.931498,-0.000098,4.130719,13.101808,23.080099,23.080099,0.000000,134.999710,40.943150,190.272842,34.318642,
43.201054,0.931119,-0.000063,4.130681,13.135190,23.113499,23.113499,0.000000,134.944733,41.047470,190.336136,34.392632,
43.305153,0.928996,-0.000067,4.130699,13.168471,23.146599,23.146599,0.000000,134.637085,41.151474,190.042221,34.466339,
43.409252,0.928587,-0.000057,4.130684,13.201838,23.180000,23.180000,0.000000,134.577850,41.255745,190.098938,34.540184,
43.513351,0.927256,-0.000067,4.130685,13.235120,23.213499,23.213499,0.000000,134.384903,41.359749,189.966156,34.613789,
43.617451,0.927877,-0.000029,4.130670,13.268435,23.246500,23.246500,0.000000,134.475006,41.463860,190.233536,34.687408,
43.721550,0.925050,-0.000002,4.130671,13.301724,23.279999,23.279999,0.000000,134.065216,41.567890,189.793289,34.760921,
43.825649,0.924326,-0.000063,4.130686,13.335103,23.313400,23.313400,0.000000,133.960266,41.672195,189.784454,34.834572,
43.929749,0.921961,-0.000058,4.130701,13.368346,23.346498,23.346498,0.000000,133.617615,41.776081,189.437820,34.907875,
44.033848,0.922153,-0.000149,4.130749,13.401713,23.379900,23.379900,0.000000,133.645401,41.880356,189.616577,34.981396,
44.137947,0.920308,-0.000005,4.130670,13.435008,23.413300,23.413300,0.000000,133.378021,41.984402,189.375992,35.054703,
44.242046,0.918059,0.000051,4.130630,13.468307,23.446699,23.446699,0.000000,133.052032,42.088459,189.051575,35.127960,
44.346146,0.916312,0.000030,4.130619,13.501586,23.479799,23.479799,0.000000,132.798874,42.192455,188.829987,35.201126,
44.450245,0.915522,0.000040,4.130597,13.534884,23.513199,23.513199,0.000000,132.684418,42.296513,188.805298,35.274281,
44.554344,0.914864,-0.000030,4.130648,13.568236,23.546600,23.546600,0.000000,132.589005,42.400738,188.807724,35.347500,
44.658443,0.912706,0.000038,4.130630,13.601544,23.579699,23.579699,0.000000,132.276306,42.504826,188.500122,35.420567,
44.762543,0.911571,0.000011,4.130649,13.634835,23.613100,23.613100,0.000000,132.111694,42.608860,188.402985,35.493546,
44.866642,0.910012,0.000022,4.130640,13.668096,23.646500,23.646500,0.000000,131.885803,42.712799,188.217926,35.566402,
44.970741,0.909749,0.000003,4.130672,13.701432,23.679600,23.679600,0.000000,131.847748,42.816975,188.300964,35.639374,
45.074841,0.907570,0.000048,4.130632,13.734775,23.712999,23.712999,0.000000,131.531830,42.921169,187.986832,35.712303,
45.178940,0.906345,-0.000021,4.130664,13.768027,23.746399,23.746399,0.000000,131.354370,43.025085,187.869705,35.784985,
45.283039,0.904890,-0.000046,4.130684,13.801360,23.779499,23.779499,0.000000,131.143433,43.129250,187.704605,35.857788,
45.387138,0.904011,-0.000044,4.130695,13.834662,23.813000,23.813000,0.000000,131.016098,43.233318,187.658707,35.930470,
45.491238,0.901029,-0.000045,4.130720,13.867967,23.846399,23.846399,0.000000,130.583908,43.337395,187.175568,36.003109,
45.595337,0.899542,-0.000081,4.130738,13.901286,23.879499,23.879499,0.000000,130.368378,43.441521,187.002380,36.075726,
45.699436,0.897981,-0.000111,4.130750,13.934594,23.912899,23.912899,0.000000,130.142227,43.545609,186.813446,36.148262,
45.803535,0.895799,-0.000021,4.130678,13.967938,23.946299,23.946299,0.000000,129.825958,43.649807,186.494736,36.220825,
45.907635,0.893045,0.000042,4.130669,14.001262,23.979399,23.979399,0.000000,129.426758,43.753944,186.056076,36.293293,
46.011734,0.891969,-0.000001,4.130660,14.034610,24.012800,24.012800,0.000000,129.270859,43.858154,185.966675,36.365761,
46.115833,0.889482,0.000026,4.130662,14.067866,24.046200,24.046200,0.000000,128.910416,43.962082,185.582123,36.437977,
46.219933,0.887072,0.000062,4.130641,14.101144,24.079300,24.079300,0.000000,128.561203,44.066074,185.213074,36.510185,
46.324032,0.885541,-0.000035,4.130703,14.134540,24.112700,24.112700,0.000000,128.339218,44.170437,185.027206,36.582600,
46.428131,0.882519,-0.000074,4.130684,14.167808,24.146099,24.146099,0.000000,127.901253,44.274399,184.528763,36.654686,
46.532230,0.881923,-0.000062,4.130672,14.201150,24.179199,24.179199,0.000000,127.814888,44.378593,184.537338,36.726879,
46.636330,0.878739,-0.000022,4.130670,14.234487,24.212599,24.212599,0.000000,127.353546,44.482769,184.003922,36.799007,
46.740429,0.876251,0.000036,4.130635,14.267797,24.246000,24.246000,0.000000,126.992889,44.586864,183.615036,36.871029,
46.844528,0.872871,0.000062,4.130626,14.301034,24.279099,24.279099,0.000000,126.503120,44.690731,183.038284,36.942841,
46.948627,0.870541,0.000057,4.130644,14.334386,24.312500,24.312500,0.000000,126.165390,44.794956,182.681122,37.014847,
47.052727,0.867298,0.000022,4.130651,14.367677,24.345900,24.345900,0.000000,125.695389,44.898991,182.131348,37.086670,
47.156826,0.863609,0.000024,4.130661,14.400939,24.379000,24.379000,0.000000,125.160774,45.002934,181.486801,37.158379,
47.260925,0.859923,0.000045,4.130648,14.434291,24.412399,24.412399,0.000000,124.626488,45.107159,180.841949,37.230232,
47.365025,0.856230,0.000019,4.130651,14.467587,24.445900,24.445900,0.000000,124.091354,45.211212,180.194565,37.301914,
47.469124,0.851500,0.000031,4.130650,14.500886,24.479300,24.479300,0.000000,123.405792,45.315269,179.327454,37.373547,
47.573223,0.848224,0.000009,4.130638,14.534215,24.512400,24.512400,0.000000,122.931007,45.419422,178.765564,37.445194,
47.677322,0.842134,0.000006,4.130660,14.567508,24.545799,24.545799,0.000000,122.048393,45.523460,177.609039,37.516712,
47.781422,0.836411,-0.000014,4.130667,14.600823,24.579199,24.579199,0.000000,121.219025,45.627575,176.528320,37.588234,
47.885521,0.832591,-0.000087,4.130728,14.634141,24.612299,24.612299,0.000000,120.665421,45.731689,175.847763,37.659702,
47.989620,0.825527,-0.000022,4.130704,14.667466,24.645699,24.645699,0.000000,119.641586,45.835831,174.480301,37.731136,
48.093719,0.818591,-0.000006,4.130673,14.700757,24.679100,24.679100,0.000000,118.636452,45.939865,173.137878,37.802448,
48.197819,0.811509,-0.000085,4.130720,14.734084,24.712200,24.712200,0.000000,117.610023,46.044014,171.762405,37.873783,
48.301918,0.802947,-0.000030,4.130661,14.767346,24.745600,24.745600,0.000000,116.369072,46.147957,170.071014,37.944935,
48.406017,0.793281,-0.000047,4.130696,14.800689,24.778999,24.778999,0.000000,114.968269,46.252151,168.143570,38.016201,
48.510117,0.780406,0.000007,4.130654,14.833978,24.812099,24.812099,0.000000,113.102379,46.356182,165.532318,38.087307,
48.614216,0.767367,-0.000036,4.130671,14.867290,24.845499,24.845499,0.000000,111.212547,46.460281,162.882217,38.158409,
48.718315,0.750227,-0.000012,4.130662,14.900619,24.878899,24.878899,0.000000,108.728577,46.564434,159.357422,38.229496,
48.822414,0.731968,-0.000018,4.130680,14.933902,24.911999,24.911999,0.000000,106.082390,46.668442,155.589386,38.300438,
48.926514,0.707203,0.000002,4.130642,14.967231,24.945400,24.945400,0.000000,102.493149,46.772594,150.431854,38.371422,
49.030613,0.678483,-0.000067,4.130677,15.000562,24.978800,24.978800,0.000000,98.330811,46.876755,144.425110,38.442364,
49.134712,0.636419,-0.000031,4.130664,15.033820,25.011900,25.011900,0.000000,92.234642,46.980686,135.567108,38.513100,
49.238811,0.570468,-0.000023,4.130655,15.067241,25.045300,25.045300,0.000000,82.676483,47.085129,121.604813,38.584133,
49.342911,0.453310,-0.000047,4.130670,15.100471,25.078800,25.078800,0.000000,65.697052,47.188969,96.698814,38.654705,
49.447010,0.392232,-0.000137,4.130732,15.133777,25.111799,25.111799,0.000000,56.845169,47.293053,83.728981,38.725395,
49.551109,0.338040,-0.000150,4.130757,15.167119,25.145300,25.145300,0.000000,48.991238,47.397247,72.211739,38.796112,
49.655209,0.306082,-0.000111,4.130761,15.200450,25.178699,25.178699,0.000000,44.359722,47.501408,65.431213,38.866753,
49.759308,0.286215,-0.000126,4.130771,15.233739,25.211800,25.211800,0.000000,41.480408,47.605434,61.227337,38.937256,
49.863407,0.269992,-0.000096,4.130742,15.267093,25.245199,25.245199,0.000000,39.129337,47.709663,57.797813,39.007843,
49.967506,0.247725,-0.000108,4.130723,15.300416,25.278599,25.278599,0.000000,35.902153,47.813801,53.068336,39.078320,
50.071606,0.223969,-0.000104,4.130724,15.333713,25.311699,25.311699,0.000000,32.459282,47.917850,48.013073,39.148689,
50.175705,0.189670,-0.000122,4.130733,15.367089,25.345098,25.345098,0.000000,27.488371,48.022156,40.688881,39.219177,
50.279804,0.154387,-0.000113,4.130751,15.400340,25.378500,25.378500,0.000000,22.374893,48.126064,33.143047,39.289352,
50.383904,0.130828,-0.000131,4.130767,15.433679,25.411900,25.411900,0.000000,18.960545,48.230247,28.105263,39.359661,
50.488003,0.110988,-0.000071,4.130733,15.466981,25.445000,25.445000,0.000000,16.085213,48.334316,23.859890,39.429844,
50.592102,0.084999,-0.000060,4.130729,15.500266,25.478399,25.478399,0.000000,12.318675,48.438332,18.285635,39.499943,
50.696201,0.041437,-0.000091,4.130737,15.533551,25.511799,25.511799,0.000000,6.005409,48.542347,8.920576,39.569988,
50.800301,0.007150,-0.000085,4.130725,15.566939,25.544899,25.544899,0.000000,1.036286,48.646687,1.540404,39.640205,
50.904400,-0.002230,-0.000048,4.130759,15.600179,25.578299,25.578299,0.000000,-0.323134,48.750557,-0.480663,39.710060,
