"True Stress, MPa","True Strain, %","True Stress, MPa.1"
-13.243443,0.0,-13.243443
-13.561787,8.3e-05,-13.561787
-13.532028,9.8e-05,-13.532028
-13.64908,0.000119,-13.64908
-13.383801,9.5e-05,-13.383801
-13.849233,0.000134,-13.849233
-14.379195,9.2e-05,-14.379195
-14.265841,0.00011,-14.265841
-14.206037,0.000107,-14.206037
-14.40967,0.000134,-14.40967
-14.103571,5.7e-05,-14.103571
-14.338872,0.000101,-14.338872
-14.203056,8.6e-05,-14.203056
-14.464376,8.3e-05,-14.464376
-14.481278,5.1e-05,-14.481278
-14.472633,6e-05,-14.472633
-14.66345,0.000125,-14.66345
-14.812512,3.3e-05,-14.812512
-14.896979,4.5e-05,-14.896979
-14.292596,0.002021,-14.292596
15.005754,0.078731,15.005754
50.745476,0.182132,50.745476
77.430008,0.286428,77.430008
97.020576,0.390428,97.020576
110.397026,0.494089,110.397026
120.577248,0.597409,120.577248
128.435165,0.701068,128.435165
135.217545,0.804145,135.217545
140.820801,0.907484,140.820801
145.490387,1.010478,145.490387
149.126816,1.113466,149.126816
152.410736,1.216369,152.410736
155.675308,1.319083,155.675308
158.647522,1.421825,158.647522
160.802795,1.524352,160.802795
162.945312,1.626886,162.945312
164.640213,1.729156,164.640213
165.853455,1.831545,165.853455
167.02269,1.933636,167.02269
168.24295,2.035765,168.24295
169.431213,2.137677,169.431213
170.50119,2.239555,170.50119
171.090652,2.341138,171.090652
171.841324,2.442881,171.841324
172.457382,2.544411,172.457382
173.168808,2.645899,173.168808
173.697937,2.747162,173.697937
174.136368,2.848424,174.136368
174.45607,2.949572,174.45607
174.849274,3.050506,174.849274
175.219131,3.151389,175.219131
175.36937,3.252182,175.36937
175.670441,3.352984,175.670441
175.968063,3.453537,175.968063
176.179688,3.55402,176.179688
175.976547,3.654509,175.976547
176.012436,3.754734,176.012436
176.840561,3.854878,176.840561
177.259308,3.9551,177.259308
177.721664,4.055069,177.721664
177.636063,4.155045,177.636063
177.897263,4.25479,177.897263
177.899902,4.35464,177.899902
177.987106,4.454152,177.987106
178.099365,4.553726,178.099365
178.317825,4.653128,178.317825
178.431747,4.752448,178.431747
178.450668,4.85172,178.450668
178.454178,4.950688,178.454178
178.651489,5.049679,178.651489
178.842712,5.148722,178.842712
178.837616,5.247458,178.837616
179.120209,5.346168,179.120209
179.014389,5.444892,179.014389
179.47847,5.543424,179.47847
179.109726,5.641841,179.109726
179.414673,5.740145,179.414673
179.25531,5.838432,179.25531
179.438049,5.9367,179.438049
179.250946,6.034808,179.250946
178.892151,6.132653,178.892151
179.054077,6.230476,179.054077
179.501251,6.328273,179.501251
179.921448,6.425897,179.921448
180.00383,6.523431,180.00383
180.155548,6.620867,180.155548
180.225357,6.718342,180.225357
179.985367,6.815516,179.985367
180.326569,6.912648,180.326569
180.251724,7.009734,180.251724
180.501724,7.106806,180.501724
180.501877,7.203614,180.501877
180.545975,7.300454,180.545975
180.24263,7.397136,180.24263
180.394516,7.493894,180.394516
180.61319,7.590414,180.61319
180.618744,7.686712,180.618744
180.630829,7.783292,180.630829
180.51181,7.879533,180.51181
180.682098,7.975718,180.682098
181.057678,8.071725,181.057678
180.658676,8.167607,180.658676
180.653427,8.263638,180.653427
180.841324,8.359417,180.841324
180.808044,8.45509,180.808044
180.631882,8.55064,180.631882
180.530777,8.646106,180.530777
180.876663,8.741445,180.876663
181.283295,8.836847,181.283295
181.380127,8.932099,181.380127
181.32843,9.02733,181.32843
181.544724,9.122116,181.544724
181.369003,9.217319,181.369003
181.40683,9.312157,181.40683
181.45668,9.407003,181.45668
181.398193,9.50159,181.398193
181.59967,9.596442,181.59967
181.504089,9.690825,181.504089
181.450287,9.785254,181.450287
181.643921,9.87962,181.643921
181.587326,9.973886,181.587326
181.643646,10.068151,181.643646
181.397095,10.162169,181.397095
181.532242,10.256077,181.532242
181.624496,10.350068,181.624496
181.482483,10.443765,181.482483
181.696045,10.537622,181.696045
181.655228,10.631216,181.655228
181.570572,10.724754,181.570572
181.32193,10.818245,181.32193
181.144241,10.91163,181.144241
181.296127,11.00505,181.296127
181.570999,11.098159,181.570999
182.018341,11.191352,182.018341
181.957413,11.284356,181.957413
182.164749,11.37728,182.164749
181.995651,11.47027,181.995651
181.924301,11.562971,181.924301
181.997894,11.65561,181.997894
181.845978,11.748226,181.845978
181.971634,11.84079,181.971634
181.891647,11.933018,181.891647
181.904129,12.025469,181.904129
182.032776,12.117812,182.032776
182.017273,12.209952,182.017273
181.917572,12.30183,181.917572
182.018509,12.393922,182.018509
181.877472,12.485826,181.877472
181.830673,12.577691,181.830673
181.58287,12.669472,181.58287
181.963318,12.760871,181.963318
182.039795,12.852667,182.039795
181.998581,12.944245,181.998581
181.721069,13.035467,181.721069
181.005524,13.126868,181.005524
181.237015,13.218222,181.237015
181.272049,13.30945,181.272049
181.820541,13.400473,181.820541
181.972977,13.491486,181.972977
182.234756,13.582429,182.234756
181.940765,13.673266,181.940765
181.965103,13.763971,181.965103
182.024124,13.854647,182.024124
182.208252,13.945278,182.208252
181.685898,14.03566,181.685898
181.772125,14.126086,181.772125
181.879364,14.216548,181.879364
181.727325,14.30671,181.727325
181.769287,14.396807,181.769287
181.687439,14.487006,181.687439
181.734436,14.577059,181.734436
181.430786,14.666859,181.430786
181.510422,14.756873,181.510422
181.571823,14.846627,181.571823
181.476654,14.936396,181.476654
181.437943,15.025956,181.437943
