"True Stress, MPa","True Strain, %","True Stress, MPa.1"
1.361345,0.0,1.361345
1.459393,0.0,1.459393
-0.776968,0.0,-0.776968
2.232306,0.0,2.232306
1.66146,0.0,1.66146
1.43272,0.0,1.43272
1.168237,0.0,1.168237
1.507658,0.0,1.507658
1.471372,0.000191,1.471372
1.074845,0.000158,1.074845
0.937978,0.0,0.937978
1.479371,0.0,1.479371
-1.127671,0.0007,-1.127671
2.565645,2.4e-05,2.565645
1.400311,0.0,1.400311
1.575464,0.000691,1.575464
1.024832,3e-05,1.024832
1.606836,3.9e-05,1.606836
1.160332,0.00076,1.160332
0.840432,3e-05,0.840432
22.49155,0.061276,22.49155
54.361942,0.165483,54.361942
80.973335,0.268828,80.973335
99.239044,0.372748,99.239044
111.711296,0.476665,111.711296
121.460175,0.579902,121.460175
129.442123,0.683304,129.442123
135.956055,0.786872,135.956055
141.858337,0.889975,141.858337
146.533218,0.992958,146.533218
151.059586,1.096102,151.059586
152.324631,1.198976,152.324631
159.121155,1.301841,159.121155
160.525818,1.404485,160.525818
162.50206,1.507306,162.50206
164.405502,1.609626,164.405502
166.0728,1.71204,166.0728
167.5616,1.814361,167.5616
168.460754,1.916721,168.460754
169.711945,2.018704,169.711945
170.131729,2.120499,170.131729
170.711151,2.222631,170.711151
173.77504,2.323997,173.77504
173.426086,2.425971,173.426086
173.87207,2.527332,173.87207
174.801514,2.628642,174.801514
175.034592,2.730344,175.034592
175.664413,2.831122,175.664413
175.898499,2.932577,175.898499
176.468094,3.033643,176.468094
175.031845,3.134523,175.031845
178.2836,3.235457,178.2836
178.049057,3.336215,178.049057
177.921921,3.436632,177.921921
178.07309,3.537504,178.07309
178.134064,3.637607,178.134064
178.459473,3.738018,178.459473
178.80246,3.838492,178.80246
178.96138,3.938332,178.96138
179.186859,4.038189,179.186859
177.01976,4.138376,177.01976
181.61908,4.238018,181.61908
180.282471,4.337867,180.282471
180.035187,4.437335,180.035187
179.98819,4.536962,179.98819
180.197433,4.636647,180.197433
180.358887,4.735531,180.358887
180.33551,4.835122,180.33551
180.708878,4.934085,180.708878
179.034134,5.033453,179.034134
180.964005,5.132009,180.964005
181.584839,5.230965,181.584839
181.220444,5.329885,181.220444
181.266708,5.428239,181.266708
181.226624,5.5271,181.226624
181.354874,5.625458,181.354874
181.546417,5.723961,181.546417
181.761734,5.821951,181.761734
181.856934,5.920042,181.856934
179.472046,6.018446,179.472046
183.388702,6.115806,183.388702
182.385788,6.21436,182.385788
182.29126,6.311664,182.29126
182.205566,6.409678,182.205566
182.284042,6.50697,182.284042
182.330109,6.604788,182.330109
182.455658,6.701807,182.455658
182.625778,6.799379,182.625778
182.287445,6.896683,182.287445
181.007767,6.993759,181.007767
184.337128,7.090419,184.337128
183.013245,7.187967,183.013245
183.195953,7.284562,183.195953
183.206543,7.38098,183.206543
182.979965,7.478101,182.979965
183.162903,7.574338,183.162903
183.550034,7.670698,183.550034
183.259109,7.767534,183.259109
181.578629,7.863284,181.578629
184.152283,7.959713,184.152283
184.185806,8.055564,184.185806
183.805984,8.151901,183.805984
183.780533,8.247746,183.780533
