"True Stress, MPa","True Strain, %"
-26.01375,0.0
-18.731554,1.1e-05
-23.994827,1.3e-05
-23.982559,0.000127
-23.256571,2.8e-05
-32.915344,1.3e-05
-24.53698,0.000136
-29.219664,0.000175
-28.841444,0.000337
-28.295872,0.000197
-26.287361,0.033886
13.946137,0.13325
36.74614,0.233277
58.34621,0.332807
74.388474,0.432661
75.596222,0.532153
94.03968,0.63169
94.864365,0.730817
99.622658,0.830146
103.974754,0.929304
98.086708,1.028456
112.104507,1.127021
109.187691,1.225976
111.31385,1.324657
113.723083,1.423289
105.932022,1.521873
118.279869,1.620256
114.165047,1.718666
115.113731,1.817003
116.634125,1.915091
108.194839,2.013188
119.813034,2.11098
115.228645,2.208869
115.873367,2.306628
116.958076,2.404255
108.234024,2.501897
119.427338,2.599506
114.863632,2.696878
115.185303,2.79429
116.244019,2.891376
107.288498,2.988523
118.048637,3.085392
113.368004,3.182298
113.450111,3.278981
114.544365,3.375893
105.439163,3.472473
116.157455,3.568936
111.679665,3.665521
111.928329,3.76183
112.90049,3.858183
103.770187,3.954233
114.50074,4.050282
109.850464,4.146395
110.034538,4.242169
110.809669,4.337842
102.145897,4.433859
112.431938,4.529346
107.789352,4.624888
107.703651,4.720273
108.409981,4.815881
99.519432,4.910788
109.874382,5.006158
105.116081,5.101143
105.565521,5.196061
106.439438,5.291195
97.344643,5.385788
107.559784,5.480563
103.271179,5.575181
103.904312,5.669738
104.767143,5.76416
95.967392,5.858478
106.301178,5.95278
101.891747,6.046859
102.144524,6.140995
103.077286,6.234966
94.166206,6.328822
104.300903,6.42277
99.79422,6.516508
100.318802,6.610149
101.237854,6.703694
92.249504,6.797316
102.216743,6.890555
98.033157,6.983748
98.705429,7.077035
99.83918,7.170162
90.860527,7.263174
100.797012,7.356122
96.282089,7.449063
96.696564,7.54177
97.960045,7.634546
88.919655,7.727156
98.864494,7.819749
94.605484,7.91206
95.212296,8.004525
96.477104,8.096881
87.540833,8.189062
97.391876,8.281163
93.305565,8.373115
93.822739,8.464956
95.060036,8.556776
86.356544,8.64841
95.979424,8.740142
91.883919,8.831675
92.262489,8.923143
93.510193,9.014583
84.704674,9.106
94.339516,9.19729
90.453827,9.288458
90.870972,9.379603
92.091545,9.470572
83.182434,9.561411
92.61145,9.652326
88.695007,9.743115
89.479202,9.833733
90.646828,9.924123
82.180771,10.014797
91.582542,10.105235
87.844238,10.195559
88.40403,10.285866
89.66803,10.376118
81.06131,10.466244
90.183838,10.556241
85.97036,10.646211
86.650223,10.735984
88.074394,10.825941
79.247475,10.915545
88.711967,11.005095
85.133141,11.094786
85.659081,11.184243
87.074593,11.273474
78.260811,11.362902
87.471741,11.451886
83.985016,11.541108
84.518204,11.630215
85.864616,11.719134
77.059029,11.808103
86.158791,11.89696
82.209236,11.985669
82.857834,12.074408
83.987732,12.162923
75.36441,12.251496
84.639946,12.339775
80.840607,12.42822
81.431648,12.516428
82.79509,12.604726
74.27787,12.692852
83.285118,12.780829
79.731651,12.868824
80.4207,12.956732
81.276665,13.044573
72.858795,13.132201
81.634445,13.219975
78.09150700000001,13.307656
78.785202,13.394998
80.211716,13.482435
71.818222,13.569938
