"True Stress, MPa","True Strain, %","True Stress, MPa.1"
-26.554672,0.0,-26.554672
-30.663935,0.000298,-30.663935
-30.713228,9.2e-05,-30.713228
-30.804897,0.000324,-30.804897
-30.604664,5.1e-05,-30.604664
-30.024845,3.4e-05,-30.024845
-30.13763,0.000257,-30.13763
-28.962242,3.5e-05,-28.962242
-29.392464,0.00021,-29.392464
-28.83481,0.000107,-28.83481
-28.873682,0.000241,-28.873682
-28.412687,0.000183,-28.412687
-28.613478,0.000188,-28.613478
-44.901917,0.00018,-44.901917
-40.60075,0.000229,-40.60075
-39.793118,5.9e-05,-39.793118
-31.47068,0.000116,-31.47068
-38.179638,0.000145,-38.179638
-38.362823,2.7e-05,-38.362823
-28.794981,0.028774,-28.794981
7.196989,0.129163,7.196989
39.83073,0.233682,39.83073
65.221672,0.337911,65.221672
83.835869,0.441615,83.835869
96.898666,0.545199,96.898666
106.464905,0.648831,106.464905
114.24971,0.752169,114.24971
120.589867,0.85533,120.589867
125.917557,0.958476,125.917557
116.531883,1.06158,116.531883
124.969254,1.164465,124.969254
127.043541,1.267296,127.043541
141.917328,1.37027,141.917328
135.625183,1.472891,135.625183
135.690094,1.575367,135.690094
136.808334,1.677658,136.808334
137.888626,1.780027,137.888626
139.612793,1.882312,139.612793
141.111038,1.984361,141.111038
142.413345,2.086369,142.413345
143.640472,2.188159,143.640472
144.659332,2.289973,144.659332
145.833069,2.391715,145.833069
146.621002,2.493378,146.621002
147.697861,2.594729,147.697861
137.420456,2.696047,137.420456
139.47467,2.797354,139.47467
139.65654,2.898388,139.65654
150.061096,2.999718,150.061096
144.123398,3.100646,144.123398
141.968231,3.201655,141.968231
141.464127,3.302244,141.464127
141.587738,3.40303,141.587738
142.099228,3.503587,142.099228
142.55368,3.604134,142.55368
143.035248,3.704356,143.035248
143.483627,3.80474,143.483627
144.049515,3.904787,144.049515
145.096313,4.004877,145.096313
145.486877,4.104888,145.486877
146.094757,4.204771,146.094757
139.194839,4.30434,139.194839
135.306778,4.403986,135.306778
137.285355,4.503774,137.285355
144.364655,4.603034,144.364655
142.497787,4.702528,142.497787
138.597839,4.801813,138.597839
137.835876,4.900949,137.835876
137.845596,5.000011,137.845596
137.897324,5.098996,137.897324
138.107605,5.19785,138.107605
138.683716,5.296485,138.683716
139.053131,5.395272,139.053131
139.502197,5.493853,139.502197
140.020172,5.592267,140.020172
140.522736,5.690783,140.522736
140.979797,5.788947,140.979797
140.832428,5.887152,140.832428
125.372734,5.985154,125.372734
131.965164,6.083161,131.965164
133.995605,6.181091,133.995605
140.62738,6.279079,140.62738
133.286224,6.376618,133.286224
132.274796,6.474299,132.274796
132.106171,6.571853,132.106171
132.113419,6.669353,132.113419
132.701157,6.766662,132.701157
133.028976,6.863976,133.028976
133.376999,6.961085,133.376999
134.036774,7.058188,134.036774
134.554932,7.155117,134.554932
135.129654,7.251932,135.129654
135.615585,7.34884,135.615585
136.066895,7.445377,136.066895
121.549683,7.541902,121.549683
126.443787,7.638524,126.443787
124.845345,7.734746,124.845345
137.782867,7.831168,137.782867
128.367645,7.927295,128.367645
126.736237,8.023372,126.736237
126.300804,8.119418,126.300804
126.472282,8.215492,126.472282
126.766502,8.311193,126.766502
127.02887,8.407,127.02887
127.786156,8.502738,127.786156
128.096573,8.598197,128.096573
128.93309,8.693815,128.93309
129.459747,8.78923,129.459747
129.966034,8.884534,129.966034
130.456924,8.979602,130.456924
118.224808,9.074766,118.224808
120.172539,9.169754,120.172539
119.479317,9.264712,119.479317
130.057465,9.359719,130.057465
123.284416,9.454422,123.284416
120.759544,9.549131,120.759544
120.110222,9.643589,120.110222
120.466331,9.738165,120.466331
120.843155,9.832398,120.843155
121.336227,9.926826,121.336227
121.877678,10.020959,121.877678
122.398155,10.115163,122.398155
