"True Stress, MPa","True Strain, %","True Stress, MPa.1",Unnamed: 3,Unnamed: 4,Unnamed: 5
-2.848502,0.0,-2.848502,,,
-2.515577,4.8e-05,-2.515577,,,
-3.253146,0.0,-3.253146,,,
-3.111577,0.0,-3.111577,,,188.350021
-3.339267,0.0,-3.339267,,,
-2.681179,0.0,-2.681179,,,
-3.171337,8.3e-05,-3.171337,,,
-3.002701,0.0,-3.002701,,,
-3.268898,8.3e-05,-3.268898,,,
-2.985522,0.0,-2.985522,,,
-2.637176,0.000501,-2.637176,,,
-3.099121,9.5e-05,-3.099121,,,
-2.953176,8.3e-05,-2.953176,,,
-3.476196,8.3e-05,-3.476196,,,
-2.895405,4.8e-05,-2.895405,,,
-2.830057,0.000107,-2.830057,,,
-3.372268,8.3e-05,-3.372268,,,
-3.362688,8.3e-05,-3.362688,,,
-3.373357,0.0,-3.373357,,,
17.661745,0.05867,17.661745,,,
52.890812,0.163552,52.890812,,,
79.135788,0.268337,79.135788,,,
97.894325,0.371956,97.894325,,,
111.554451,0.475716,111.554451,,,
121.915237,0.579202,121.915237,,,
129.912354,0.682499,129.912354,,,
136.793091,0.785973,136.793091,,,
142.668671,0.889199,142.668671,,,
147.296677,0.992365,147.296677,,,
151.343063,1.09533,151.343063,,,
154.815994,1.198237,154.815994,,,
157.860229,1.301014,157.860229,,,
160.45163,1.403768,160.45163,,,
162.526306,1.506335,162.526306,,,
164.705658,1.608784,164.705658,,,
166.346161,1.711176,166.346161,,,
167.743851,1.813346,167.743851,,,
169.051346,1.915598,169.051346,,,
170.25676,2.017618,170.25676,,,
171.104858,2.119615,171.104858,,,
171.979126,2.221497,171.979126,,,
172.929016,2.32324,172.929016,,,
173.753754,2.42488,173.753754,,,
174.30954,2.526451,174.30954,,,
174.876831,2.627931,174.876831,,,
175.226486,2.729297,175.226486,,,
175.82399,2.830525,175.82399,,,
176.244598,2.93179,176.244598,,,
176.774673,3.032825,176.774673,,,
177.066086,3.133654,177.066086,,,
177.424042,3.234635,177.424042,,,
177.787979,3.335273,177.787979,,,
177.874863,3.435878,177.874863,,,
178.187302,3.536405,178.187302,,,
178.506378,3.636762,178.506378,,,
178.618851,3.737076,178.618851,,,
178.862564,3.83737,178.862564,,,
179.116745,3.937438,179.116745,,,
179.198975,4.037428,179.198975,,,
179.605698,4.13741,179.605698,,,
179.807968,4.237291,179.807968,,,
180.086334,4.337165,180.086334,,,
180.282837,4.436608,180.282837,,,
180.316193,4.536283,180.316193,,,
180.358978,4.635597,180.358978,,,
180.470734,4.734972,180.470734,,,
180.711578,4.834213,180.711578,,,
