"True Stress, MPa","True Strain, %"
1.256144,0.0
1.443671,0.000291
1.305459,0.000109
1.817866,0.000174
-22.857367,0.000291
-21.763187,7.8e-05
-27.021053,0.000214
-12.777404,0.000291
-24.628372,0.000291
-26.239889,0.000291
-26.123436,0.000291
-25.920923,0.000291
-25.993105,0.000291
-25.774916,4.2e-05
-24.928938,0.000195
-24.99016,0.000291
-24.799963,0.000291
-24.540537,2.3e-05
-23.678717,0.000291
-23.812052,0.000291
-7.684021,0.047581
28.582073,0.151635
58.851238,0.25672
80.626511,0.36073
95.835495,0.464365
106.610161,0.567975
114.831673,0.671408
121.604774,0.774817
127.257202,0.877931
131.848312,0.981169
135.925919,1.084098
139.210648,1.186979
138.266388,1.289769
124.370239,1.392402
131.025589,1.495019
135.550888,1.59757
140.502487,1.700022
133.576477,1.802338
132.894348,1.904577
133.389984,2.00646
134.137268,2.108608
135.080765,2.210507
135.862198,2.312121
136.949814,2.413873
137.650116,2.515498
138.679108,2.616855
139.505722,2.718321
140.320602,2.819506
141.238647,2.920737
141.754486,3.021764
142.504013,3.122684
143.251099,3.223372
143.829681,3.324332
144.685684,3.424813
145.282745,3.525368
145.816467,3.626008
146.290726,3.726139
146.841705,3.826523
147.288666,3.92661
147.655182,4.026742
148.281448,4.126606
138.743515,4.226385
131.047226,4.326088
130.92157,4.425685
137.517517,4.52547
134.530624,4.624822
128.717865,4.724113
127.556961,4.823374
127.250084,4.922733
127.378036,5.021465
127.71302,5.120545
128.112411,5.219313
128.853027,5.318176
129.219284,5.416715
129.884842,5.515456
130.845337,5.613859
131.495667,5.712172
131.928986,5.81045
132.479034,5.908689
133.311325,6.006868
133.705811,6.104759
134.266708,6.202705
134.896118,6.300462
135.415085,6.398184
135.809769,6.495729
136.381027,6.593222
136.734711,6.690636
137.356888,6.787976
137.836166,6.885195
138.442871,6.982203
124.109375,7.079324
121.389313,7.176138
118.864906,7.273038
127.989204,7.369904
120.865402,7.466507
116.700745,7.562989
115.553398,7.659645
115.572861,7.755805
115.882668,7.852262
116.178223,7.94843
116.795189,8.044594
117.431877,8.140574
118.023247,8.236564
118.524658,8.332355
119.163818,8.428094
119.988998,8.523822
120.607422,8.6193
121.368187,8.714703
122.083031,8.81009
122.74012,8.905269
123.408791,9.000516
124.014572,9.095476
124.541389,9.190598
124.878571,9.28542
125.655479,9.380277
126.345642,9.475017
126.613441,9.569643
127.392136,9.664378
127.711075,9.758762
109.373665,9.853005
110.076225,9.947413
104.862862,10.041536
117.848938,10.135664
107.421196,10.229771
104.234947,10.32366
103.589645,10.417569
103.458908,10.511292
104.241394,10.6049
104.81459,10.698595
105.476624,10.791985
106.063362,10.885421
106.640251,10.978699
107.413177,11.071889
108.314072,11.165201
109.344452,11.25816
100.376007,11.301526
90.527222,11.300359
85.012993,11.300671
81.229698,11.300665
77.770813,11.300709
74.939957,11.300705
72.826843,11.300675
70.851326,11.300686
69.292671,11.300626
68.16301,11.300642
67.311111,11.300649
66.186569,11.300649
65.080582,11.300527
40.325291,11.300571
38.628929,11.300599
30.739405,11.300581
47.122368,11.300656
35.608688,11.300621
33.501942,11.300607
32.981228,11.300705
32.660351,11.300649
32.738571,11.300694
32.60828,11.30071
30.878601,11.295641
31.197338,11.294919
31.753307,11.294844
32.367523,11.294885
32.46373,11.294934
32.726215,11.294945
33.060337,11.295023
33.057415,11.295049
33.189476,11.295011
33.425575,11.294975
33.642639,11.294914
34.213707,11.294917
