"True Stress, MPa","True Strain, %","True Stress, MPa.1"
-10.081214,0.0,-10.081214
-10.417437,0.000411,-10.417437
-10.13416,0.00025,-10.13416
-9.984886,0.000134,-9.984886
-10.422022,0.000492,-10.422022
-9.892993,0.000131,-9.892993
-10.371135,0.000134,-10.371135
-10.679897,0.000134,-10.679897
-10.785677,0.000134,-10.785677
-11.001197,0.000134,-11.001197
-10.538731,0.000134,-10.538731
-10.566323,0.000411,-10.566323
-9.627895,3.9e-05,-9.627895
-10.117364,0.000134,-10.117364
-10.730209,5.4e-05,-10.730209
-10.59378,0.000527,-10.59378
-10.124979,9.5e-05,-10.124979
-6.964016,0.012826,-6.964016
26.34869,0.104239,26.34869
58.159977,0.208488,58.159977
82.454712,0.312887,82.454712
100.038391,0.416777,100.038391
112.449936,0.520351,112.449936
122.122841,0.623928,122.122841
129.956741,0.727288,129.956741
136.206802,0.83063,136.206802
141.797867,0.933789,141.797867
146.126785,1.036873,146.126785
150.206696,1.139837,150.206696
153.496536,1.242816,153.496536
156.338699,1.345518,156.338699
158.43576,1.448238,158.43576
160.339752,1.550662,160.339752
162.138626,1.653251,162.138626
163.789352,1.755378,163.789352
165.324738,1.85783,165.324738
166.668823,1.959888,166.668823
168.083755,2.061836,168.083755
169.061111,2.163818,169.061111
169.761871,2.265623,169.761871
170.818237,2.367193,170.818237
171.405548,2.468974,171.405548
171.814163,2.570396,171.814163
172.26741,2.671765,172.26741
172.827316,2.773126,172.827316
173.434555,2.874336,173.434555
173.717438,2.975458,173.717438
173.931961,3.076389,173.931961
174.308899,3.17726,174.308899
174.653198,3.2782,174.653198
174.926422,3.378708,174.926422
174.981628,3.479356,174.981628
175.399689,3.579787,175.399689
175.684387,3.680236,175.684387
175.728302,3.780438,175.728302
175.825378,3.880577,175.825378
175.825302,3.980712,175.825302
175.988373,4.080768,175.988373
176.220459,4.180546,176.220459
176.200043,4.280465,176.200043
176.572342,4.380116,176.572342
176.898361,4.479776,176.898361
177.021072,4.579268,177.021072
177.230316,4.678668,177.230316
177.285904,4.778048,177.285904
177.469574,4.877175,177.469574
177.491852,4.976347,177.491852
177.596649,5.07533,177.596649
177.696625,5.174028,177.696625
177.667404,5.272963,177.667404
177.730972,5.371604,177.730972
177.841217,5.470163,177.841217
177.856506,5.568675,177.856506
178.141708,5.667175,178.141708
177.999649,5.765342,177.999649
178.105621,5.86355,178.105621
178.138489,5.961734,178.138489
178.245926,6.059792,178.245926
178.311157,6.157793,178.311157
178.365555,6.25554,178.365555
178.23262,6.353249,178.23262
177.938889,6.450884,177.938889
178.213181,6.548531,178.213181
178.480209,6.64607,178.480209
178.399063,6.743298,178.399063
178.71814,6.840596,178.71814
179.113602,6.937809,179.113602
