"True Stress, MPa","True Strain, %"
-11.435093,0.0
-11.956781,0.0
-11.992988,0.0
-12.063841,0.0
-12.317507,0.0
-12.363251,0.0
-12.540627,0.0
-12.616401,0.0
-12.446535,0.0
-12.627611,0.0
-12.642694,0.0
-12.92732,0.0
-13.056804,0.0
-12.959237,0.0
-12.634928,0.0
-12.923421,0.0
-13.379942,0.0
-12.813244,0.0
-12.686782,0.0
-12.805324,0.0
-12.746328,0.0
-12.680307,0.0
-12.6886,0.0
-12.769934,0.0
-12.340388,0.0
-12.666461,0.0
-12.567286,0.0
-12.249001,0.0
-11.933575,0.0
-12.416196,0.0
-11.871684,0.0
-12.049693,0.0
-11.645303,0.0
-11.65548,0.0
-11.591285,0.0
-11.052917,0.0
-43.649502,0.0
-41.114452,0.0
-32.725677,0.0
-30.336676,0.000178
-29.322159,0.0
7.152711,0.0
-4.234065,0.0
-11.430543,0.0
-15.3606,0.0
-16.916332,0.0
-18.415205,0.0
-18.799227,0.0
-19.316294,0.0
-18.957207,0.0
-19.029743,0.0
-19.321253,0.0
-19.206264,0.00016
-19.157948,0.000394
-19.600285,0.000336
-19.664909,0.000389
-19.795958,0.000332
-20.259838,0.000377
-20.488197,0.000332
-20.271034,0.000109
-20.29463,0.0
-20.622696,0.0
-20.159481,0.0
-20.025234,0.0
-19.956884,0.0
-19.699213,0.0
-19.738276,0.0
-19.533798,0.0
-19.069229,0.0
-19.206112,0.0
-19.103142,0.0
-18.937258,0.0
-18.755674,0.0
-18.767906,0.0
-18.623741,0.0
-18.676786,0.0
-18.914307,0.0
-18.67206,0.0
-18.634085,0.0
-18.429544,0.0
-18.647345,0.0
-19.092094,0.0
-18.367519,0.0
-18.275377,0.0
-48.259666,0.0
-49.070103,0.0
-39.956329,0.0
-36.93449,0.0
-36.452667,0.0
-0.199971,0.0
-9.342481,0.0
-17.193602,0.0
-20.632992,0.0
-15.305596,0.059107
26.562208,0.163355
58.723618,0.268256
86.015587,0.374341
105.688354,0.479291
120.050285,0.583359
130.64032,0.686934
139.536514,0.790131
147.328583,0.892234
153.495728,0.995535
159.183548,1.098436
163.791367,1.201446
168.058594,1.30448
171.126526,1.407744
174.443222,1.510466
176.701416,1.612852
179.277435,1.715537
181.538315,1.817193
182.617752,1.919779
184.797241,2.02127
185.588043,2.123184
186.472275,2.224809
188.168228,2.327689
189.006775,2.428371
189.39888,2.530503
190.397293,2.631547
191.008911,2.73245
191.935165,2.834101
192.152252,2.935494
193.197449,3.03623
193.296844,3.137588
193.413193,3.238258
193.80809,3.339209
194.400467,3.438936
195.027344,3.53987
194.559341,3.640513
195.251328,3.741434
195.436874,3.841235
196.352081,3.940989
167.874176,4.040354
165.417313,4.140857
176.842026,4.240971
181.216537,4.340631
182.848389,4.44045
219.520035,4.539885
212.827881,4.639323
203.30835,4.738619
199.74025,4.837838
197.437057,4.937147
196.434265,5.035901
195.751541,5.134821
194.854523,5.23366
194.715073,5.332091
194.617386,5.430902
194.779678,5.52961
194.801498,5.627824
193.925369,5.726134
194.303024,5.82455
194.317627,5.922785
194.967499,6.020925
194.099396,6.118896
194.225006,6.216866
194.712341,6.314614
194.884277,6.412546
194.479843,6.509725
194.708862,6.607136
194.864502,6.704241
194.918549,6.8017
194.79834,6.898944
195.565262,6.996438
195.603394,7.0931
195.435059,7.189941
195.571838,7.287096
196.041931,7.383749
195.605072,7.480481
196.00589,7.57702
195.781174,7.673216
196.256744,7.770033
196.008713,7.865786
196.18013,7.962349
197.062561,8.058246
196.854202,8.154143
196.551514,8.250401
197.079071,8.345952
197.230637,8.441654
197.334076,8.537507
197.490067,8.632443
