"True Stress, MPa","True Strain, %","True Stress, MPa.1",Unnamed: 3,Unnamed: 4
-0.482877,47.90704,-0.482877,,
-0.167147,47.970764,-0.167147,,
0.241061,48.034492,0.241061,,
0.520271,48.098118,0.520271,,
-0.422556,48.162106,-0.422556,,
0.517228,48.225651,0.517228,,
0.181236,48.290207,0.181236,,
0.830733,48.352612,0.830733,,
-0.587447,48.416676,-0.587447,,
0.239386,48.480343,0.239386,,
0.405029,48.543705,0.405029,,
0.099267,48.607861,0.099267,,
0.035066,48.657116,0.035066,,
0.488627,48.638416,0.488627,,
-0.782153,48.644306,-0.782153,,
-0.55221,48.64476,-0.55221,,
0.205453,48.644615,0.205453,,
-0.152377,48.644238,-0.152377,,
-0.399553,48.643925,-0.399553,,
0.177972,48.643883,0.177972,,
0.061024,48.643883,0.061024,,
-1.000189,48.64362,-1.000189,,
0.135742,48.643448,0.135742,,
-0.198282,48.643456,-0.198282,,
0.608817,48.64362,0.608817,,
-0.258894,48.643826,-0.258894,,
0.617503,48.643883,0.617503,,
0.274012,48.643883,0.274012,,
0.103162,48.643883,0.103162,,
-0.909804,48.643883,-0.909804,,
0.152331,48.643883,0.152331,,
-0.608726,48.643883,-0.608726,,
0.171355,48.643883,0.171355,,
-0.415912,48.643883,-0.415912,,
-0.292852,48.643883,-0.292852,,
0.488332,48.643883,0.488332,,
0.140567,48.643883,0.140567,,
-1.211755,48.643883,-1.211755,,
0.036394,48.643883,0.036394,,
-0.042827,48.643883,-0.042827,,
0.037313,48.643883,0.037313,,
-0.149712,48.643883,-0.149712,,
-0.127425,48.643883,-0.127425,,
0.488332,48.643883,0.488332,,
-0.742677,48.643883,-0.742677,,
-0.313025,48.643883,-0.313025,,
0.602155,48.643883,0.602155,,
0.392155,48.643883,0.392155,,
0.694932,48.643883,0.694932,,
0.535755,48.643883,0.535755,,
-0.053626,48.643883,-0.053626,,
1.402686,48.643883,1.402686,,
0.793362,48.643883,0.793362,,
-0.010845,48.643883,-0.010845,,
0.354658,48.643883,0.354658,,
0.611621,48.643883,0.611621,,
-1.678398,48.643883,-1.678398,,
0.180454,48.643883,0.180454,,
-0.132296,48.643883,-0.132296,,
0.067412,48.643883,0.067412,,
0.026101,48.643883,0.026101,,
-0.648751,48.643883,-0.648751,,
-1.134509,48.643883,-1.134509,,
-0.224797,48.643883,-0.224797,,
-0.369087,48.643883,-0.369087,,
0.194377,48.643883,0.194377,,
-0.336323,48.643883,-0.336323,,
-0.457452,48.643883,-0.457452,,
0.139143,48.643883,0.139143,,
0.286006,48.644024,0.286006,,
-0.405987,48.644119,-0.405987,,
-0.258481,48.644058,-0.258481,,
0.081014,48.64407,0.081014,,
-0.270382,48.643883,-0.270382,,
0.116305,48.643883,0.116305,,
0.241845,48.643883,0.241845,,
1.003362,48.643883,1.003362,,
-0.019162,48.643986,-0.019162,,
0.125679,48.644096,0.125679,,
-0.356221,48.644043,-0.356221,,
-0.45759,48.643902,-0.45759,,
-0.644155,48.643883,-0.644155,,
0.431903,48.643883,0.431903,,
0.555881,48.643883,0.555881,,
0.84322,48.643883,0.84322,,
-0.013832,48.643883,-0.013832,,
0.208025,48.643883,0.208025,,
-0.070215,48.643883,-0.070215,,
0.36178,48.643883,0.36178,,
-0.969266,48.643883,-0.969266,,
-0.120073,48.643883,-0.120073,,
0.496557,48.643883,0.496557,,
0.184038,48.643883,0.184038,,
-0.186795,48.643883,-0.186795,,
-0.601558,48.643883,-0.601558,,
-0.494719,48.643883,-0.494719,,
0.116948,48.643883,0.116948,,
0.573987,48.643883,0.573987,,
0.265924,48.643883,0.265924,,
-0.840279,48.643955,-0.840279,,
-0.348225,48.644138,-0.348225,,
-1.087457,48.644093,-1.087457,,
-0.65229,48.644043,-0.65229,,
-0.097281,48.6441,-0.097281,,
-0.126414,48.644077,-0.126414,,
0.304479,48.644043,0.304479,,
0.151688,48.643986,0.151688,,
-0.448078,48.643883,-0.448078,,
-0.199845,48.643883,-0.199845,,
-0.37768,48.643883,-0.37768,,
0.108493,48.643883,0.108493,,
0.237296,48.643883,0.237296,,
-0.160832,48.643883,-0.160832,,
-0.486678,48.643883,-0.486678,,
-0.042781,48.643929,-0.042781,,
0.80214,48.64407,0.80214,,
-0.46191,48.644043,-0.46191,,
1.027167,48.644043,1.027167,,
0.136386,48.644104,0.136386,,
0.501062,48.644043,0.501062,,
-0.570449,48.643898,-0.570449,,
0.20683,48.643883,0.20683,,
-0.131653,48.643883,-0.131653,,
0.163865,48.643883,0.163865,,
-0.287246,48.643909,-0.287246,,
0.690063,48.644073,0.690063,,
-0.041541,48.644085,-0.041541,,
0.064563,48.644096,0.064563,,
-0.029915,48.644035,-0.029915,,
0.209587,48.643883,0.209587,,
0.010615,48.643883,0.010615,,
0.465264,48.643883,0.465264,,
0.447251,48.643883,0.447251,,
0.081335,48.643883,0.081335,,
0.772959,48.643883,0.772959,,
-0.167036,48.644184,-0.167036,,
0.378784,48.644211,0.378784,,
-0.431537,48.644161,-0.431537,,
0.470228,48.64418,0.470228,,
0.320884,48.644211,0.320884,,
1.020873,48.644211,1.020873,,
-0.232793,48.644058,-0.232793,,
0.09218,48.644043,0.09218,,
-0.293818,48.644173,-0.293818,,
-0.212161,48.644142,-0.212161,,
-0.386044,48.644085,-0.386044,,
-0.23817,48.644054,-0.23817,,
0.461267,48.643959,0.461267,,
0.462277,48.643883,0.462277,,
0.234217,48.643883,0.234217,,
0.153204,48.643883,0.153204,,
-0.473719,48.643883,-0.473719,,
-0.01181,48.643883,-0.01181,,
-0.019713,48.643883,-0.019713,,
0.272588,48.644112,0.272588,,
-0.324514,48.644081,-0.324514,,
0.462187,48.644119,0.462187,,
-0.047744,48.644043,-0.047744,,
