"True Stress, MPa","True Strain, %","True Stress, MPa.1",Unnamed: 3,Unnamed: 4,Unnamed: 5
148.110397,12.924076,148.110397,,,
147.622421,12.941527,147.622421,,,
147.815079,12.959488,147.815079,,,
147.87674,12.976184,147.87674,,,
147.869736,12.994364,147.869736,,,
148.017471,13.012667,148.017471,,,
147.776123,13.029191,147.776123,,,
147.759567,13.047268,147.759567,,,
147.725296,13.064158,147.725296,,,
147.8237,13.083274,147.8237,,,
148.101501,13.100671,148.101501,,,
147.858322,13.117846,147.858322,,,
147.381714,13.135701,147.381714,,,
147.702499,13.153011,147.702499,,,
147.824234,13.169915,147.824234,,,
147.642136,13.187324,147.642136,,,
147.767212,13.205345,147.767212,,,
147.592316,13.221969,147.592316,,,
147.991364,13.24,147.991364,,,
147.839401,13.257604,147.839401,,,
147.669342,13.275717,147.669342,,,
147.6996,13.293519,147.6996,,,
147.717957,13.30956,147.717957,,,
148.115341,13.327596,148.115341,,,
147.591873,13.345467,147.591873,,,
147.612366,13.362098,147.612366,,,
147.428574,13.381428,147.428574,,,
147.757599,13.398361,147.757599,,,
147.906723,13.415391,147.906723,,,
147.659149,13.432741,147.659149,,,
147.749771,13.450051,147.749771,,,
147.599335,13.46741,147.599335,,,
147.674576,13.485002,147.674576,,,
147.63797,13.502391,147.63797,,,
147.829849,13.519465,147.829849,,,
147.738205,13.53752,147.738205,,,
147.534286,13.555453,147.534286,,,
147.679276,13.573544,147.679276,,,
147.976883,13.590611,147.976883,,,
148.018753,13.607608,148.018753,,,
148.123322,13.625169,148.123322,,,
148.466934,13.641635,148.466934,,,
147.851501,13.659861,147.851501,,,
148.251831,13.677397,148.251831,,,
148.041229,13.694551,148.041229,,,
148.061096,13.711394,148.061096,,,
148.285446,13.730449,148.285446,,,
147.657181,13.747272,147.657181,,,
148.539719,13.764351,148.539719,,,
147.951279,13.782829,147.951279,,,
148.399567,13.798786,148.399567,,,
148.335724,13.817492,148.335724,,,
