"True Stress, MPa","True Strain, %"
-4.889164,0.0
-4.84938,6.3e-05
-19.494482,0.000101
-17.821661,0.000153
-21.69208,0.000124
-10.713166,4.5e-05
-18.780849,3.1e-05
-20.190266,4e-06
-20.602156,0.000143
-20.411121,7.7e-05
-20.17417,7.7e-05
-19.717264,0.000246
-19.868174,5.3e-05
-19.150391,2.6e-05
-18.73357,0.000114
-18.732248,6.9e-05
-18.178205,2.6e-05
-18.033966,0.000174
-29.19331,9.2e-05
-19.817123,0.034193
11.425611,0.137743
49.130718,0.241928
66.673798,0.346184
81.976227,0.449726
94.431915,0.553207
104.062508,0.656725
111.635582,0.760147
118.268974,0.863407
123.830376,0.966523
128.626801,1.069595
132.654251,1.172505
136.294937,1.275373
139.523621,1.378037
142.08374,1.480607
137.040573,1.58319
134.909256,1.685621
138.01088,1.787987
146.218704,1.890128
145.30806,1.992188
142.654663,2.094104
142.557129,2.196147
143.097717,2.297895
143.726868,2.399499
144.677811,2.501191
145.345337,2.602673
146.269806,2.704121
147.048706,2.805382
147.800201,2.906539
148.694016,3.007682
149.287033,3.108562
149.250107,3.20947
134.819489,3.310229
141.102036,3.41092
143.483582,3.511339
149.759399,3.61185
142.679276,3.712182
141.578278,3.812463
141.529922,3.912584
141.80191,4.012582
142.165085,4.112605
142.647278,4.212326
143.128387,4.312199
143.674301,4.411793
144.122284,4.511261
144.77037,4.610691
145.227905,4.710175
145.756607,4.809364
131.63063,4.908576
136.622772,5.00764
134.864563,5.10667
147.454453,5.205618
138.357452,5.304252
136.568817,5.403033
136.339279,5.50171
136.523087,5.600092
136.952789,5.698515
137.470001,5.79674
137.859512,5.894859
138.269058,5.992946
138.856293,6.090897
139.376144,6.188751
140.163788,6.286556
140.723465,6.384255
128.96846,6.481939
130.475449,6.579381
129.578079,6.676916
139.821228,6.774266
133.262344,6.871499
130.612289,6.96868
130.314285,7.065732
130.23204,7.16271
130.684875,7.259581
131.059616,7.35636
131.532303,7.452962
131.934509,7.549607
132.494324,7.645992
133.082336,7.742429
133.78511,7.838659
134.427795,7.934981
126.522896,8.030995
122.903389,8.127048
123.756264,8.222996
130.927383,8.318727
128.484253,8.414616
124.538246,8.51014
123.667267,8.605786
123.544151,8.701229
123.903236,8.796568
124.325104,8.891849
124.817513,8.987074
125.404297,9.082194
126.12674,9.177038
126.653267,9.272095
127.457932,9.366818
127.977295,9.461629
126.853882,9.556303
111.99395,9.65076
117.86319,9.745338
120.111092,9.839785
125.154739,9.934041
118.195168,10.028296
117.138672,10.122437
117.036201,10.21641
117.448265,10.310401
117.702644,10.404197
118.484283,10.498051
118.996666,10.59166
119.722,10.685233
120.316193,10.77875
120.784996,10.872097
121.782936,10.965534
122.155479,11.058703
106.732353,11.151934
111.505386,11.24499
108.752579,11.337984
122.092354,11.430807
112.371117,11.523729
110.469322,11.616338
110.431595,11.709114
110.588715,11.801541
111.228752,11.894166
111.770103,11.986457
112.534218,12.078662
113.420685,12.170983
114.019585,12.26318
114.779182,12.355138
115.785698,12.447212
116.348694,12.539055
103.685562,12.630892
105.229073,12.72256
103.729622,12.814192
114.370323,12.905682
107.389946,12.997225
104.908638,13.088488
104.676819,13.1798
105.004906,13.270981
105.236061,13.362041
106.284454,13.453024
107.034203,13.544033
107.608261,13.634811
108.610649,13.725653
109.179031,13.816303
109.962364,13.907061
110.886429,13.99756
101.85231,14.088023
98.161552,14.178518
98.092476,14.268798
105.750145,14.359089
102.459671,14.449172
98.828712,14.539262
98.149399,14.629214
98.318596,14.719075
98.667465,14.808791
99.610413,14.898588
99.971939,14.988172
100.889244,15.077733
101.692276,15.167187
102.594994,15.256543
103.285736,15.345983
104.174484,15.435194
102.183235,15.524413
87.600006,15.613482
92.505699,15.70259
95.081062,15.791458
99.910278,15.88035
93.14695,15.969124
92.388145,16.057768
92.467674,16.146395
92.911514,16.234941
93.318382,16.323452
94.286583,16.411783
95.226013,16.500151
96.181984,16.588219
97.176849,16.676464
97.763786,16.764589
98.489922,16.852451
99.147141,16.940342
82.352348,17.028467
87.520821,17.116066
84.13443,17.203747
99.084839,17.291428
88.396774,17.378908
86.99955,17.466322
86.87545,17.553808
87.5466,17.641058
88.146385,17.728184
89.080032,17.815367
89.972366,17.902456
90.69574,17.989408
91.509338,18.076374
92.439041,18.163177
93.032562,18.249933
93.773788,18.336618
79.918144,18.423252
81.623398,18.509777
79.387054,18.596357
90.730637,18.682613
83.023399,18.768974
81.373795,18.855192
81.121178,18.941418
81.445045,19.027546
82.296906,19.11364
83.111969,19.199511
83.915268,19.285503
84.850594,19.371197
85.61956,19.456945
86.461502,19.54269
87.400299,19.628185
88.01239,19.713713
78.036209,19.799168
75.000954,19.884518
74.034401,19.969669
82.415276,20.054962
79.017784,20.140118
75.908173,20.225176
75.382965,20.310196
75.80809,20.395086
76.293732,20.479958
77.271698,20.564741
78.171692,20.649513
78.740913,20.734171
79.665321,20.818754
80.54081,20.90332
81.178101,20.987696
82.359985,21.072163
79.315109,21.156433
65.025589,21.240564
69.135262,21.324766
72.633911,21.408821
76.456253,21.492769
70.246208,21.576632
69.499725,21.660484
69.703964,21.74427
70.475731,21.827927
71.18911,21.911659
72.369446,21.995226
72.797989,22.078651
73.652924,22.162075
74.756897,22.245586
75.435791,22.328783
76.366661,22.412066
77.416603,22.495266
58.712357,22.578394
63.688755,22.661354
60.157623,22.744377
75.995781,22.827175
64.772491,22.910069
64.040329,22.99284
64.360329,23.075514
65.045403,23.158072
65.546188,23.24069
66.542328,23.322948
67.471313,23.405539
68.415642,23.487844
69.242599,23.570057
69.961861,23.652359
70.940308,23.734423
71.907379,23.816538
56.769382,23.898537
58.45491,23.980474
55.529568,24.062368
68.473999,24.144194
60.501717,24.225969
58.927052,24.307558
58.776409,24.389141
59.504208,24.470688
60.045609,24.552223
61.053185,24.633665
62.291378,24.714928
63.049969,24.796104
63.878681,24.877394
64.731071,24.958523
65.847153,25.039577
66.641769,25.1206
55.681911,25.201544
52.735329,25.282482
51.589832,25.363312
60.913204,25.444115
57.267361,25.524811
54.548294,25.605295
54.373352,25.685989
54.849346,25.766403
55.919075,25.8468
56.937267,25.927206
57.863941,26.007502
58.624493,26.08758
59.530636,26.167841
60.496403,26.247849
61.773579,26.32794
62.689766,26.40782
58.374985,26.48772
44.620197,26.567574
47.863827,26.647352
52.008186,26.727091
55.494827,26.806822
50.078251,26.886293
49.476139,26.965857
50.007545,27.045452
50.708218,27.124817
51.892883,27.20421
52.562599,27.283426
53.414352,27.362635
54.539928,27.441864
55.278301,27.520849
56.413162,27.599882
57.091976,27.67889
57.61739,27.757744
37.448292,27.836607
42.720673,27.915323
38.589626,27.994043
55.982841,28.072685
44.747803,28.151278
44.041275,28.229753
44.692741,28.308205
45.777256,28.386665
46.483604,28.464985
47.63475,28.543299
48.545872,28.621483
49.509525,28.699717
50.430256,28.777845
51.728714,28.855833
52.489182,28.933834
53.340302,29.011776
36.817085,29.089565
38.503403,29.167435
35.454838,29.245131
49.64978,29.322777
41.640686,29.400404
40.492496,29.47788
40.926674,29.555391
41.935154,29.632837
42.902782,29.710154
43.805813,29.787439
45.042282,29.864798
45.655113,29.941891
46.76545,30.019096
47.784664,30.096096
48.594231,30.173164
49.415112,30.250076
37.049431,30.327044
33.691544,30.40379
32.389217,30.480608
42.378334,30.557369
39.231808,30.633989
36.836788,30.710644
37.191296,30.787081
38.136772,30.863634
39.043243,30.939989
39.843819,31.016319
40.99527,31.092691
42.048019,31.168941
42.785004,31.245121
43.744404,31.321301
44.607876,31.397314
45.577221,31.473415
40.228924,31.549393
26.962435,31.625217
28.903837,31.701149
34.078407,31.776871
38.138741,31.852629
33.189644,31.928352
