"True Stress, MPa","True Strain, %"
-14.792029,0.0
-14.78602,0.000106
-14.51702,8.4e-05
-14.381284,4e-06
-13.94572,3.2e-05
-14.281837,2.2e-05
-24.042589,6.3e-05
-26.537401,2.3e-05
-29.059845,9.2e-05
-21.359428,8.9e-05
-25.37776,7.5e-05
-27.695831,3e-06
-27.946844,5.4e-05
-27.9741,1e-05
-27.686062,9e-06
-27.404667,4.4e-05
-27.20196,4.2e-05
-7.642234,0.052067
31.664146,0.156159
63.076569,0.260526
86.319298,0.364742
102.98613,0.46842
109.420128,0.571912
112.68409,0.675266
122.564835,0.778573
134.757477,0.881846
140.369186,0.985046
140.51033,1.088063
143.191177,1.191061
146.478882,1.293782
149.61377,1.396514
152.105743,1.499076
154.130066,1.601693
156.558258,1.704012
158.357101,1.806258
160.058929,1.908464
161.49704,2.010416
162.909454,2.112455
164.369339,2.214318
149.63533,2.316047
156.955658,2.417717
157.870285,2.519277
168.299164,2.620892
160.17804,2.722065
159.384201,2.823462
159.434296,2.924588
159.87323,3.02552
160.64827,3.126623
161.210526,3.22734
161.779633,3.328044
162.326508,3.428709
163.08075,3.52931
163.476517,3.629616
164.087128,3.730015
164.62294,3.830159
151.643036,3.9302
155.940689,4.030468
155.197205,4.130201
167.093735,4.230453
158.905365,4.330048
156.970413,4.429784
156.701935,4.529279
156.782837,4.628762
157.238831,4.728028
157.568985,4.827402
158.171982,4.926399
158.432236,5.025512
158.863861,5.1245
159.523117,5.223264
159.925598,5.321904
160.648193,5.420621
150.177948,5.519167
150.71727,5.617429
150.739288,5.715967
160.26181,5.814226
154.811646,5.91243
152.246201,6.010413
151.689194,6.108519
151.821152,6.206409
152.116196,6.304152
152.812637,6.401944
153.016846,6.499455
153.416214,6.597002
154.040573,6.694435
154.317902,6.791677
154.668762,6.88886
155.290207,6.986027
148.925797,7.08296
143.478088,7.179834
145.692657,7.276753
152.059189,7.373477
151.253174,7.470138
146.654465,7.566863
146.041153,7.663226
145.810562,7.759667
146.221268,7.855889
146.448334,7.952043
146.968643,8.048223
147.25354,8.144301
147.75853,8.24013
148.322113,8.335868
148.75824,8.431763
149.300385,8.527299
149.695129,8.622906
133.143677,8.71808
139.665817,8.81366
140.417099,8.908788
149.658539,9.003995
141.235794,9.099209
139.822113,9.194174
139.715683,9.288992
139.741119,9.383976
140.344788,9.47873
140.818207,9.573289
141.143799,9.668024
141.624313,9.762396
142.312668,9.8568
142.686111,9.951108
143.362152,10.045426
143.768311,10.139419
129.32637,10.233329
133.364624,10.327297
131.777847,10.42111
144.381256,10.515022
135.624725,10.608603
133.522522,10.702078
133.306549,10.795715
133.609131,10.888917
133.831528,10.982354
134.281219,11.075455
134.755188,11.168644
135.621109,11.261662
135.952103,11.354667
136.487015,11.447555
137.024933,11.540221
137.618637,11.633138
126.1894,11.725554
126.969025,11.818109
126.036354,11.910578
136.072174,12.003078
130.209351,12.095295
127.392937,12.187627
126.753242,12.279576
126.953041,12.37174
127.349403,12.463723
127.938919,12.555382
128.419968,12.647233
128.85376,12.738899
129.616211,12.830585
130.344864,12.922033
130.793457,13.013435
131.734085,13.104762
124.722092,13.196081
119.331154,13.287103
120.519241,13.378354
127.063988,13.46946
125.560989,13.560314
121.307747,13.651369
120.770203,13.742043
120.497047,13.832657
120.921288,13.923371
121.32943,14.013889
122.236137,14.10433
122.836021,14.194604
123.42186,14.284848
124.066055,14.375089
124.787758,14.465281
125.501396,14.5553
125.997536,14.645237
108.263306,14.734942
114.926842,14.824847
115.660217,14.914597
