"True Stress, MPa","True Strain, %"
-26.554672,0.0
-30.663935,0.000298
-30.713228,9.2e-05
-30.804897,0.000324
-30.604664,5.1e-05
-30.024845,3.4e-05
-30.13763,0.000257
-28.962242,3.5e-05
-29.392464,0.00021
-28.83481,0.000107
-28.873682,0.000241
-28.412687,0.000183
-28.613478,0.000188
-44.901917,0.00018
-40.60075,0.000229
-39.793118,5.9e-05
-31.47068,0.000116
-38.179638,0.000145
-38.362823,2.7e-05
-28.794981,0.028774
7.196989,0.129163
39.83073,0.233682
65.221672,0.337911
83.835869,0.441615
96.898666,0.545199
106.464905,0.648831
114.24971,0.752169
120.589867,0.85533
125.917557,0.958476
116.531883,1.06158
124.969254,1.164465
127.043541,1.267296
141.917328,1.37027
135.625183,1.472891
135.690094,1.575367
136.808334,1.677658
137.888626,1.780027
139.612793,1.882312
141.111038,1.984361
142.413345,2.086369
143.640472,2.188159
144.659332,2.289973
145.833069,2.391715
146.621002,2.493378
147.697861,2.594729
137.420456,2.696047
139.47467,2.797354
139.65654,2.898388
150.061096,2.999718
144.123398,3.100646
141.968231,3.201655
141.464127,3.302244
141.587738,3.40303
142.099228,3.503587
142.55368,3.604134
143.035248,3.704356
143.483627,3.80474
144.049515,3.904787
145.096313,4.004877
145.486877,4.104888
146.094757,4.204771
139.194839,4.30434
135.306778,4.403986
137.285355,4.503774
144.364655,4.603034
142.497787,4.702528
138.597839,4.801813
137.835876,4.900949
137.845596,5.000011
137.897324,5.098996
138.107605,5.19785
138.683716,5.296485
139.053131,5.395272
139.502197,5.493853
140.020172,5.592267
140.522736,5.690783
140.979797,5.788947
140.832428,5.887152
125.372734,5.985154
131.965164,6.083161
133.995605,6.181091
140.62738,6.279079
133.286224,6.376618
132.274796,6.474299
132.106171,6.571853
132.113419,6.669353
132.701157,6.766662
133.028976,6.863976
133.376999,6.961085
134.036774,7.058188
134.554932,7.155117
135.129654,7.251932
135.615585,7.34884
136.066895,7.445377
121.549683,7.541902
126.443787,7.638524
124.845345,7.734746
137.782867,7.831168
128.367645,7.927295
126.736237,8.023372
126.300804,8.119418
126.472282,8.215492
126.766502,8.311193
127.02887,8.407
127.786156,8.502738
128.096573,8.598197
128.93309,8.693815
129.459747,8.78923
129.966034,8.884534
130.456924,8.979602
118.224808,9.074766
120.172539,9.169754
119.479317,9.264712
130.057465,9.359719
123.284416,9.454422
120.759544,9.549131
120.110222,9.643589
120.466331,9.738165
120.843155,9.832398
121.336227,9.926826
121.877678,10.020959
122.398155,10.115163
122.935318,10.209229
123.38385,10.303017
123.958313,10.396932
124.356529,10.490847
116.421341,10.584342
112.475227,10.678061
113.754219,10.771424
121.20977,10.864982
118.818695,10.958276
114.837723,11.051577
114.290985,11.144832
114.400658,11.237739
114.665672,11.330826
115.141121,11.423614
115.611824,11.516484
107.233307,11.565804
96.944351,11.565145
90.982491,11.56524
86.759827,11.565293
83.123703,11.565293
78.711212,11.565231
58.782066,11.565265
60.343075,11.565125
59.823338,11.565195
64.119781,11.565368
56.173027,11.565182
54.064541,11.565375
52.512451,11.565199
51.971668,11.565373
50.836288,11.565121
50.419025,11.565348
49.651901,11.56528
49.113255,11.565267
46.886806,11.559426
46.922932,11.559715
47.065575,11.559906
46.465939,11.559783
47.406925,11.560026
46.497364,11.559765
46.67831,11.559839
46.450233,11.559745
46.391663,11.559727
46.899849,11.559868
46.488251,11.559929
46.400085,11.559772
46.920143,11.559871
46.628052,11.559929
46.828136,11.559929
46.490837,11.559929
46.561146,11.559929
46.642376,11.559929
46.90469,11.559929
45.847088,11.558681
44.549095,11.554701
45.158585,11.555205
45.260159,11.555182
45.132442,11.554852
45.563896,11.554856
45.905998,11.554863
45.992687,11.554825
45.950653,11.554755
45.928841,11.554733
46.098679,11.554744
46.231514,11.554765
46.449207,11.554753
46.532055,11.554775
46.365608,11.554744
