"True Stress, MPa","True Strain, %","True Stress, MPa.1"
-21.201775,0.0,-21.201775
-20.954668,0.000215,-20.954668
-20.680668,3.8e-05,-20.680668
-20.475266,0.000287,-20.475266
-20.320784,3.5e-05,-20.320784
-20.055502,0.000101,-20.055502
-19.845762,0.0002,-19.845762
-19.745033,0.0,-19.745033
-19.276812,7e-06,-19.276812
-36.285465,1.8e-05,-36.285465
-30.753817,0.0,-30.753817
-29.554651,2.8e-05,-29.554651
-11.322466,4.3e-05,-11.322466
-20.59446,0.0,-20.59446
-22.311359,0.0,-22.311359
-22.414143,0.000124,-22.414143
-21.934263,2e-06,-21.934263
-21.718674,0.0,-21.718674
-21.432293,0.0,-21.432293
-18.811762,0.021005,-18.811762
-6.647733,0.118658,-6.647733
6.159367,0.223139,6.159367
19.888861,0.327121,19.888861
34.381638,0.431082,34.381638
48.092388,0.53462,48.092388
60.65382,0.638147,60.65382
71.23661,0.741571,71.23661
79.94902,0.844846,79.94902
86.80172,0.947933,86.80172
92.528999,1.050971,92.528999
96.902924,1.154161,96.902924
101.075928,1.256804,101.075928
104.284264,1.3596,104.284264
107.34687,1.462296,107.34687
110.033508,1.564735,110.033508
112.216957,1.667273,112.216957
114.366852,1.769513,114.366852
116.015396,1.87176,116.015396
96.751785,1.973947,96.751785
103.022797,2.075924,103.022797
99.440559,2.177805,99.440559
116.985138,2.279398,116.985138
105.396301,2.381249,105.396301
103.947136,2.48273,103.947136
104.36853,2.584249,104.36853
104.898872,2.685689,104.898872
105.607521,2.787011,105.607521
106.531326,2.888208,106.531326
107.504829,2.989261,107.504829
108.527489,3.090282,108.527489
109.604027,3.191059,109.604027
110.464607,3.291925,110.464607
111.468269,3.392605,111.468269
111.802094,3.493028,111.802094
112.611458,3.593673,112.611458
113.35006,3.693904,113.35006
113.985466,3.794255,113.985466
115.008965,3.894384,115.008965
115.547874,3.994489,115.547874
116.261635,4.094441,116.261635
117.133965,4.194138,117.133965
117.736305,4.294018,117.736305
118.451149,4.393666,118.451149
119.038498,4.493221,119.038498
119.803673,4.592653,119.803673
120.453163,4.692252,120.453163
120.07093,4.791464,120.07093
97.992508,4.890733,97.992508
104.684402,4.989881,104.684402
104.995316,5.088769,104.995316
113.80825,5.187548,113.80825
104.25074,5.286494,104.25074
102.837074,5.385023,102.837074
102.732979,5.483687,102.732979
102.94545,5.582174,102.94545
103.733292,5.680446,103.733292
104.324585,5.77875,104.324585
104.954651,5.876886,104.954651
105.631615,5.975081,105.631615
106.196907,6.073138,106.196907
107.083939,6.171079,107.083939
107.340919,6.268862,107.340919
108.32077,6.36663,108.32077
109.001251,6.464278,109.001251
109.709221,6.561798,109.709221
110.46347,6.659412,110.46347
111.232597,6.756857,111.232597
111.910538,6.853894,111.910538
112.398018,6.951214,112.398018
113.009583,7.048156,113.009583
113.596588,7.145106,113.596588
114.337059,7.241932,114.337059
114.812187,7.338785,114.812187
115.291939,7.435392,115.291939
115.993568,7.531752,115.993568
108.720421,7.628458,108.720421
96.963272,7.724771,96.963272
98.562851,7.821182,98.562851
103.698441,7.917336,103.698441
104.564735,8.013497,104.564735
98.29998,8.109436,98.29998
97.140144,8.205477,97.140144
97.017242,8.301351,97.017242
97.254898,8.397076,97.254898
97.840813,8.492791,97.840813
98.345276,8.588402,98.345276
99.02900700000001,8.683874,99.02900700000001
99.756142,8.779274,99.756142
100.190796,8.874515,100.190796
100.991699,8.969728,100.991699
101.616463,9.064931,101.616463
102.282494,9.159988,102.282494
103.112564,9.254904,103.112564
103.41658,9.349679,103.41658
103.849945,9.444442,103.849945
104.262672,9.539188,104.262672
105.073875,9.633726,105.073875
105.692162,9.728217,105.692162
106.172836,9.822574,106.172836
106.865074,9.917044,106.865074
107.568901,10.011061,107.568901
107.985428,10.105271,107.985428
108.673454,10.199389,108.673454
109.32637,10.293477,109.32637
96.843369,10.387148,96.843369
91.858368,10.481056,91.858368
90.367058,10.574841,90.367058
99.478683,10.668357,99.478683
95.191963,10.761949,95.191963
90.412331,10.855298,90.412331
89.746162,10.948805,89.746162
89.747787,11.041878,89.747787
90.263794,11.135162,90.263794
90.814217,11.228246,90.814217
91.339432,11.321161,91.339432
92.094162,11.414161,92.094162
93.052109,11.506955,93.052109
93.712051,11.599622,93.712051
94.443947,11.692278,94.443947
95.095482,11.784842,95.095482
96.047798,11.877355,96.047798
96.370483,11.969575,96.370483
97.313995,12.062133,97.313995
97.854713,12.154266,97.854713
98.62249,12.246349,98.62249
99.176857,12.338493,99.176857
99.724449,12.430417,99.724449
100.575043,12.522339,100.575043
100.908821,12.614037,100.908821
101.608246,12.705914,101.608246
102.352585,12.797493,102.352585
103.029976,12.888987,103.029976
103.8022,12.98039,103.8022
87.375443,13.071835,87.375443
86.338577,13.163142,86.338577
82.994354,13.254432,82.994354
