"True Stress, MPa","True Strain, %","True Stress, MPa.1",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
145.171951,13.283191,145.171951,,,,
145.541504,13.301957,145.541504,,,,
145.546982,13.318591,145.546982,,,,
145.543076,13.335305,145.543076,,,,
145.434296,13.354062,145.434296,,,,
145.623245,13.370342,145.623245,,,,
145.196335,13.388289,145.196335,,,,
145.521729,13.406024,145.521729,,,,
145.523773,13.42286,145.523773,,,,
145.566635,13.441621,145.566635,,,,
145.501053,13.458846,145.501053,,,,
145.495117,13.475245,145.495117,,,,
145.556732,13.493569,145.556732,,,,
145.531647,13.511608,145.531647,,,,
145.520874,13.528437,145.520874,,,,
145.635025,13.546021,145.635025,,,,
145.518158,13.563177,145.518158,,,,
145.730911,13.580943,145.730911,,,,
145.467056,13.598665,145.467056,,,,
145.545853,13.615052,145.545853,,,,
145.606277,13.633923,145.606277,,,,
145.451401,13.651187,145.451401,,,,
145.5159,13.667607,145.5159,,,,
145.444962,13.685407,145.444962,,,,
145.31839,13.703016,145.31839,,,,
145.437988,13.719543,145.437988,,,,
145.51181,13.738216,145.51181,,,,
145.383118,13.755266,145.383118,,,,
145.289459,13.772697,145.289459,,,,
145.47226,13.790094,145.47226,,,,
145.338364,13.806803,145.338364,,,,
145.399887,13.825315,145.399887,,,,
145.343643,13.842578,145.343643,,,,
145.363037,13.859267,145.363037,,,,
145.401596,13.877687,145.401596,,,,
145.235962,13.89465,145.235962,,,,
145.219742,13.911384,145.219742,,,,
145.327454,13.929825,145.327454,,,,
145.271332,13.947692,145.271332,,,,
145.424164,13.964488,145.424164,,,,
145.3069,13.981603,145.3069,,,,
145.327057,13.998114,145.327057,,,,
145.326263,14.016715,145.326263,,,,
145.181168,14.034339,145.181168,,,,
145.337997,14.050613,145.337997,,,,
145.38562,14.069381,145.38562,,,,
145.312973,14.086012,145.312973,,,,
145.493958,14.102557,145.493958,,,,
145.471039,14.12087,145.471039,,,,
145.336349,14.138413,145.336349,,,,
145.159515,14.154878,145.159515,,,,
145.607635,14.173274,145.607635,,,,
145.235031,14.190373,145.235031,,,,
145.576584,14.207604,145.576584,,,,
145.262634,14.225092,145.262634,,,,
145.307449,14.241428,145.307449,,,,
145.429123,14.260149,145.429123,,,,
145.327103,14.277441,145.327103,,,,
145.11232,14.293686,145.11232,,,,
145.34761,14.311561,145.34761,,,,
145.292969,14.329319,145.292969,,,,
145.490448,14.345865,145.490448,,,,
145.350098,14.363978,145.350098,,,,
145.378601,14.379983,145.378601,,,,
145.51416,14.398316,145.51416,,,,
145.240189,14.415915,145.240189,,,,
145.323196,14.432158,145.323196,,,,
145.479401,14.450854,145.479401,,,,
145.347946,14.468205,145.347946,,,,
145.185806,14.484223,145.185806,,,,
145.202286,14.502354,145.202286,,,,
145.055679,14.519489,145.055679,,,,
145.342239,14.53619,145.342239,,,,
145.373077,14.554372,145.373077,,,,
145.254517,14.572036,145.254517,,,,
145.50882,14.58884,145.50882,,,,
145.230927,14.605787,145.230927,,,,
145.091354,14.622401,145.091354,,,,
145.341492,14.640639,145.341492,,,,
145.077301,14.65834,145.077301,,,,
145.001633,14.674378,145.001633,,,,
145.098709,14.692072,145.098709,,,,
145.141449,14.709711,145.141449,,,,
145.028732,14.72637,145.028732,,,,
145.349075,14.744281,145.349075,,,,
145.015717,14.760645,145.015717,,,,
145.367447,14.778334,145.367447,,,,
145.193451,14.796194,145.193451,,,,
145.350983,14.812972,145.350983,,,,
145.183929,14.830703,145.183929,,,,
145.15387,14.848194,145.15387,,,,
145.245911,14.864398,145.245911,,,,
145.299042,14.881699,145.299042,,,,
145.149414,14.899438,145.149414,,,,
145.3909,14.916015,145.3909,,,,
145.324997,14.933644,145.324997,,,,
145.170746,14.950798,145.170746,,,,
145.318893,14.967726,145.318893,,,,
145.230133,14.98587,145.230133,,,,
145.284546,15.002503,145.284546,,,,
145.26297,15.019944,145.26297,,,,
145.121979,15.0377,145.121979,,,,
145.345016,15.054314,145.345016,,,,
145.170715,15.071213,145.170715,,,,
145.254471,15.089144,145.254471,,,,
145.529877,15.105412,145.529877,,,,
145.378372,15.123028,145.378372,,,,
145.18631,15.140797,145.18631,,,,
145.473053,15.157753,145.473053,,,,
145.119324,15.174417,145.119324,,,,
145.211945,15.191225,145.211945,,,,
145.176468,15.209084,145.176468,,,,
145.159363,15.226468,145.159363,,,,
145.52858,15.243379,145.52858,,,,
145.050766,15.260031,145.050766,,,,
145.234009,15.277549,145.234009,,,,
145.132263,15.294042,145.132263,,,,
145.302322,15.312424,145.302322,,,,
145.278061,15.329801,145.278061,,,,
145.089432,15.345508,145.089432,,,,
145.355194,15.363716,145.355194,,,,
145.105591,15.380461,145.105591,,,,
145.251297,15.397274,145.251297,,,,
145.102386,15.415277,145.102386,,,,
145.206802,15.431494,145.206802,,,,
144.972153,15.448553,144.972153,,,,
145.335587,15.466153,145.335587,,,,
145.102814,15.482603,145.102814,,,,
145.397919,15.501266,145.397919,,,,
145.061569,15.517886,145.061569,,,,
145.261795,15.534656,145.261795,,,,
144.960281,15.551789,144.960281,,,,
144.990463,15.569012,144.990463,,,,
145.067108,15.586089,145.067108,,,,
145.081909,15.603673,145.081909,,,,
145.157593,15.619663,145.157593,,,,
145.149261,15.63765,145.149261,,,,
145.242905,15.655428,145.242905,,,,
145.29808,15.671737,145.29808,,,,
144.934448,15.688735,144.934448,,,,
144.957626,15.706525,144.957626,,,,
144.776703,15.722519,144.776703,,,,
144.879272,15.740213,144.879272,,,,
144.803253,15.756426,144.803253,,,,
145.048904,15.77405,145.048904,,,,
144.914612,15.791613,144.914612,,,,
144.846359,15.807755,144.846359,,,,
145.088577,15.825676,145.088577,,,,
144.983078,15.842893,144.983078,,,,
145.146851,15.859374,145.146851,,,,
145.087601,15.877266,145.087601,,,,
144.779114,15.894016,144.779114,,,,
145.019104,15.91059,145.019104,,,,
144.772491,15.928007,144.772491,,,,
145.04335,15.944552,145.04335,,,,
144.923218,15.961201,144.923218,,,,
144.906998,15.979288,144.906998,,,,
144.694016,15.995869,144.694016,,,,
144.697556,16.012476,144.697556,,,,
144.847214,16.030798,144.847214,,,,
144.777466,16.0467,144.777466,,,,
144.851746,16.063778,144.851746,,,,
144.809769,16.081512,144.809769,,,,
144.779083,16.097395,144.779083,,,,
144.939957,16.115854,144.939957,,,,
144.90892,16.132908,144.90892,,,,
145.113602,16.148529,145.113602,,,,
145.188889,16.167282,145.188889,,,,
144.945175,16.184156,144.945175,,,,
144.864609,16.200308,144.864609,,,,
144.779373,16.218027,144.779373,,,,
145.039856,16.234154,145.039856,,,,
144.878464,16.250895,144.878464,,,,
145.105331,16.26832,145.105331,,,,
144.882965,16.284994,144.882965,,,,
144.835449,16.302164,144.835449,,,,
145.085907,16.319582,145.085907,,,,
145.062195,16.335934,145.062195,,,,
145.25943,16.353588,145.25943,,,,
145.037872,16.369793,145.037872,,,,
144.966217,16.387159,144.966217,,,,
145.022247,16.404764,145.022247,,,,
145.031525,16.420101,145.031525,,,,
145.003677,16.438078,145.003677,,,,
145.006638,16.455582,145.006638,,,,
145.038528,16.472002,145.038528,,,,
145.049789,16.488966,145.049789,,,,
145.090195,16.505888,145.090195,,,,
144.846375,16.522583,144.846375,,,,
145.027603,16.540701,145.027603,,,,
144.859131,16.557461,144.859131,,,,
145.095139,16.573502,145.095139,,,,
144.871841,16.591629,144.871841,,,,
145.186493,16.607744,145.186493,,,,
145.059891,16.624201,145.059891,,,,
144.972519,16.641815,144.972519,,,,
145.103394,16.65867,145.103394,,,,
145.037231,16.675138,145.037231,,,,
145.082474,16.693501,145.082474,,,,
144.951599,16.70845,144.951599,,,,
144.950317,16.726543,144.950317,,,,
144.96579,16.743654,144.96579,,,,
144.921494,16.759396,144.921494,,,,
145.098328,16.777689,145.098328,,,,
145.079361,16.793989,145.079361,,,,
144.881134,16.810122,144.881134,,,,
145.061081,16.8288,145.061081,,,,
145.085541,16.844326,145.085541,,,,
145.101456,16.861919,145.101456,,,,
144.963287,16.87887,144.963287,,,,
145.074219,16.895382,145.074219,,,,
145.063736,16.912586,145.063736,,,,
145.207397,16.929184,145.207397,,,,
144.976837,16.945768,144.976837,,,,
145.147675,16.963337,145.147675,,,,
145.241074,16.979906,145.241074,,,,
145.079361,16.996231,145.079361,,,,
145.32605,17.013206,145.32605,,,,
145.118454,17.030149,145.118454,,,,
145.113098,17.047724,145.113098,,,,
145.208817,17.064569,145.208817,,,,
145.045898,17.081091,145.045898,,,,
144.831467,17.09763,144.831467,,,,
145.059219,17.114731,145.059219,,,,
144.893173,17.130974,144.893173,,,,
145.061768,17.149031,145.061768,,,,
144.881424,17.165651,144.881424,,,,
144.902496,17.181875,144.902496,,,,
144.822571,17.198627,144.822571,,,,
144.822067,17.214834,144.822067,,,,
144.991669,17.232889,144.991669,,,,
144.705414,17.249985,144.705414,,,,
145.135284,17.266155,145.135284,,,,
144.889114,17.282915,144.889114,,,,
145.049805,17.299864,145.049805,,,,
144.755997,17.316406,144.755997,,,,
145.119873,17.333588,145.119873,,,,
145.090164,17.350477,145.090164,,,,
145.156769,17.366911,145.156769,,,,
144.910736,17.384716,144.910736,,,,
145.116394,17.401276,145.116394,,,,
145.056396,17.41678,145.056396,,,,
145.270157,17.435179,145.270157,,,,
144.876236,17.449936,144.876236,,,,
145.179962,17.468456,145.179962,,,,
145.153229,17.485313,145.153229,,,,
144.941528,17.501444,144.941528,,,,
144.962967,17.518496,144.962967,,,,
145.24675,17.534742,145.24675,,,,
145.325958,17.552187,145.325958,,,,
145.003311,17.568829,145.003311,,,,
145.004303,17.585308,145.004303,,,,
145.052933,17.601965,145.052933,,,,
145.124664,17.619638,145.124664,,,,
144.967194,17.63492,144.967194,,,,
145.243454,17.653034,145.243454,,,,
144.833984,17.669851,144.833984,,,,
145.16481,17.686073,145.16481,,,,
144.99115,17.702902,144.99115,,,,
144.936279,17.719278,144.936279,,,,
145.0867,17.735884,145.0867,,,,
145.091034,17.753553,145.091034,,,,
145.051498,17.77047,145.051498,,,,
145.126495,17.786339,145.126495,,,,
144.980789,17.803947,144.980789,,,,
145.219482,17.82029,145.219482,,,,
145.036133,17.836218,145.036133,,,,
145.342834,17.854586,145.342834,,,,
145.089645,17.869076,145.089645,,,,
145.052017,17.887518,145.052017,,,,
145.187698,17.904236,145.187698,,,,
145.21283,17.920279,145.21283,,,,
145.077072,17.937937,145.077072,,,,
144.971268,17.954056,144.971268,,,,
145.052048,17.970669,145.052048,,,,
144.803375,17.98797,144.803375,,,,
145.324448,18.004419,145.324448,,,,
144.813309,18.020121,144.813309,,,,
145.014999,18.037231,145.014999,,,,
144.916824,18.053465,144.916824,,,,
145.022491,18.070808,145.022491,,,,
145.001572,18.088331,145.001572,,,,
144.853149,18.103361,144.853149,,,,
144.930664,18.121433,144.930664,,,,
144.749588,18.137691,144.749588,,,,
144.784363,18.153908,144.784363,,,,
145.050629,18.171373,145.050629,,,,
145.001587,18.187675,145.001587,,,,
144.81868,18.203724,144.81868,,,,
145.08017,18.220407,145.08017,,,,
145.332108,18.237642,145.332108,,,,
144.876923,18.253853,144.876923,,,,
145.150131,18.271143,145.150131,,,,
144.970215,18.286961,144.970215,,,,
145.256195,18.305159,145.256195,,,,
145.004303,18.321556,145.004303,,,,
145.215317,18.337643,145.215317,,,,
144.88533,18.35478,144.88533,,,,
145.117569,18.371319,145.117569,,,,
145.077209,18.38718,145.077209,,,,
145.111771,18.403763,145.111771,,,,
145.113403,18.420294,145.113403,,,,
145.319214,18.437099,145.319214,,,,
145.142166,18.454655,145.142166,,,,
145.1922,18.471027,145.1922,,,,
145.000153,18.4872,145.000153,,,,
145.36409,18.504211,145.36409,,,,
145.079315,18.520002,145.079315,,,,
145.132965,18.537525,145.132965,,,,
145.062683,18.552677,145.062683,,,,
145.127884,18.570263,145.127884,,,,
144.902222,18.587528,144.902222,,,,
145.124802,18.603491,145.124802,,,,
145.091721,18.619701,145.091721,,,,
145.335373,18.636909,145.335373,,,,
145.387772,18.653034,145.387772,,,,
145.132996,18.669693,145.132996,,,,
145.100647,18.687464,145.100647,,,,
145.216629,18.702663,145.216629,,,,
145.185257,18.720797,145.185257,,,,
144.985153,18.737066,144.985153,,,,
144.774612,18.753138,144.774612,,,,
144.889175,18.769796,144.889175,,,,
145.015945,18.786592,145.015945,,,,
145.039276,18.80217,145.039276,,,,
145.108246,18.819,145.108246,,,,
145.067566,18.83569,145.067566,,,,
145.322845,18.852072,145.322845,,,,
145.166046,18.868614,145.166046,,,,
145.172958,18.884979,145.172958,,,,
145.143311,18.901915,145.143311,,,,
145.022614,18.918856,145.022614,,,,
145.274292,18.934513,145.274292,,,,
144.940414,18.952139,144.940414,,,,
145.229141,18.968264,145.229141,,,,
145.194809,18.984119,145.194809,,,,
145.042297,19.001816,145.042297,,,,
145.332413,19.018139,145.332413,,,,
144.979477,19.034105,144.979477,,,,
145.322189,19.050619,145.322189,,,,
145.096573,19.067211,145.096573,,,,
145.308411,19.083908,145.308411,,,,
145.022934,19.100464,145.022934,,,,
145.200714,19.116486,145.200714,,,,
145.087509,19.134445,145.087509,,,,
145.144272,19.150127,145.144272,,,,
145.436752,19.166092,145.436752,,,,
145.262421,19.183569,145.262421,,,,
145.380798,19.199842,145.380798,,,,
145.395447,19.215878,145.395447,,,,
145.26059,19.233328,145.26059,,,,
145.34549,19.248993,145.34549,,,,
145.179398,19.265541,145.179398,,,,
145.336151,19.282402,145.336151,,,,
145.198456,19.298033,145.198456,,,,
145.225418,19.315269,145.225418,,,,
145.073822,19.330521,145.073822,,,,
145.169418,19.347908,145.169418,,,,
145.082077,19.365051,145.082077,,,,
145.099213,19.380596,145.099213,,,,
145.142502,19.397734,145.142502,,,,
144.954971,19.414307,144.954971,,,,
144.886902,19.42909,144.886902,,,,
145.228668,19.447512,145.228668,,,,
144.867432,19.463696,144.867432,,,,
144.974182,19.479582,144.974182,,,,
145.071075,19.497072,145.071075,,,,
144.87912,19.513187,144.87912,,,,
145.146957,19.529133,145.146957,,,,
144.962357,19.546225,144.962357,,,,
145.147919,19.562624,145.147919,,,,
145.124069,19.578808,145.124069,,,,
145.047455,19.595705,145.047455,,,,
145.076416,19.611277,145.076416,,,,
144.820847,19.627861,144.820847,,,,
144.960602,19.644602,144.960602,,,,
145.219101,19.66037,145.219101,,,,
145.056488,19.677341,145.056488,,,,
144.832382,19.693546,144.832382,,,,
145.145126,19.709793,145.145126,,,,
145.094849,19.727011,145.094849,,,,
144.811127,19.743402,144.811127,,,,
145.036575,19.759253,145.036575,,,,
145.013519,19.775963,145.013519,,,,
145.056122,19.791573,145.056122,,,,
145.272644,19.808903,145.272644,,,,
144.918289,19.825172,144.918289,,,,
145.26886,19.84095,145.26886,,,,
145.052628,19.858379,145.052628,,,,
145.000992,19.874651,145.000992,,,,
144.984772,19.890276,144.984772,,,,
145.080902,19.907324,145.080902,,,,
145.035797,19.9235,145.035797,,,,
144.974731,19.93947,144.974731,,,,
144.830948,19.956451,144.830948,,,,
144.968765,19.972961,144.968765,,,,
144.853317,19.988443,144.853317,,,,
145.173294,20.005573,145.173294,,,,
145.041336,20.021265,145.041336,,,,
145.053314,20.037979,145.053314,,,,
144.968781,20.054836,144.968781,,,,
145.19957,20.070452,145.19957,,,,
145.082367,20.087744,145.082367,,,,
145.125092,20.104124,145.125092,,,,
145.073212,20.119091,145.073212,,,,
145.281555,20.136314,145.281555,,,,
145.312042,20.152161,145.312042,,,,
144.931122,20.168142,144.931122,,,,
145.152374,20.186068,145.152374,,,,
145.268921,20.200788,145.268921,,,,
145.320053,20.218523,145.320053,,,,
145.210464,20.234901,145.210464,,,,
145.037338,20.251143,145.037338,,,,
145.001831,20.266825,145.001831,,,,
145.017471,20.283623,145.017471,,,,
145.272781,20.299088,145.272781,,,,
145.243454,20.316486,145.243454,,,,
145.210464,20.331476,145.210464,,,,
145.163452,20.348684,145.163452,,,,
145.344604,20.365519,145.344604,,,,
145.24852,20.38191,145.24852,,,,
145.295547,20.39773,145.295547,,,,
145.007339,20.414537,145.007339,,,,
145.051468,20.430174,145.051468,,,,
144.910767,20.446014,144.910767,,,,
145.175308,20.462561,145.175308,,,,
145.14032,20.47888,145.14032,,,,
145.372131,20.49575,145.372131,,,,
145.016846,20.511093,145.016846,,,,
145.180954,20.527863,145.180954,,,,
144.994293,20.545248,144.994293,,,,
145.415756,20.560633,145.415756,,,,
145.051849,20.576488,145.051849,,,,
144.987,20.593113,144.987,,,,
144.952026,20.609264,144.952026,,,,
145.045731,20.625454,145.045731,,,,
145.025192,20.641748,145.025192,,,,
145.047379,20.657623,145.047379,,,,
145.101364,20.675335,145.101364,,,,
144.987793,20.69068,144.987793,,,,
145.034149,20.706758,145.034149,,,,
145.066803,20.723513,145.066803,,,,
144.98616,20.739248,144.98616,,,,
145.404282,20.75592,145.404282,,,,
145.220276,20.772299,145.220276,,,,
145.056412,20.787096,145.056412,,,,
145.346497,20.805086,145.346497,,,,
145.240829,20.821108,145.240829,,,,
145.216202,20.836277,145.216202,,,,
145.383133,20.85392,145.383133,,,,
145.171539,20.870049,145.171539,,,,
145.330688,20.885345,145.330688,,,,
145.196487,20.902544,145.196487,,,,
145.377518,20.917583,145.377518,,,,
145.468277,20.933985,145.468277,,,,
145.31778,20.951117,145.31778,,,,
145.314346,20.966709,145.314346,,,,
145.229828,20.982773,145.229828,,,,
145.29335,20.999588,145.29335,,,,
145.381363,21.015085,145.381363,,,,
145.276398,21.03146,145.276398,,,,
145.281082,21.0485,145.281082,,,,
145.174347,21.062996,145.174347,,,,
145.012589,21.080666,145.012589,,,,
145.191757,21.096682,145.191757,,,,
145.123886,21.112011,145.123886,,,,
145.213135,21.128197,145.213135,,,,
145.371368,21.144861,145.371368,,,,
145.105438,21.160791,145.105438,,,,
145.386002,21.177017,145.386002,,,,
145.216965,21.193451,145.216965,,,,
145.405624,21.209749,145.405624,,,,
145.3629,21.226526,145.3629,,,,
145.461563,21.241854,145.461563,,,,
145.531815,21.258568,145.531815,,,,
145.381866,21.274536,145.381866,,,,
145.539215,21.29002,145.539215,,,,
145.390686,21.306948,145.390686,,,,
145.573563,21.323044,145.573563,,,,
145.362762,21.338993,145.362762,,,,
145.484344,21.355267,145.484344,,,,
145.38443,21.37096,145.38443,,,,
145.511993,21.387489,145.511993,,,,
145.569977,21.403099,145.569977,,,,
145.625076,21.419882,145.625076,,,,
145.471359,21.435431,145.471359,,,,
145.601181,21.451786,145.601181,,,,
145.363495,21.467905,145.363495,,,,
145.443207,21.485062,145.443207,,,,
145.637329,21.500092,145.637329,,,,
145.531754,21.515917,145.531754,,,,
145.703308,21.533661,145.703308,,,,
145.474457,21.548096,145.474457,,,,
145.666229,21.564882,145.666229,,,,
145.736725,21.581083,145.736725,,,,
145.546982,21.596693,145.546982,,,,
145.779434,21.614143,145.779434,,,,
145.652832,21.630219,145.652832,,,,
145.435806,21.645351,145.435806,,,,
145.623184,21.661892,145.623184,,,,
145.241165,21.678497,145.241165,,,,
145.60051,21.693737,145.60051,,,,
145.16011,21.710106,145.16011,,,,
145.30571,21.724594,145.30571,,,,
145.519608,21.742569,145.519608,,,,
145.226257,21.758402,145.226257,,,,
145.541199,21.773661,145.541199,,,,
145.572495,21.791109,145.572495,,,,
145.492569,21.806629,145.492569,,,,
145.40683,21.822357,145.40683,,,,
145.546509,21.8393,145.546509,,,,
145.396942,21.855099,145.396942,,,,
145.343063,21.870502,145.343063,,,,
145.187668,21.887514,145.187668,,,,
145.416916,21.903078,145.416916,,,,
145.562332,21.919184,145.562332,,,,
145.513321,21.936003,145.513321,,,,
145.361511,21.951464,145.361511,,,,
145.147064,21.967312,145.147064,,,,
145.192078,21.98382,145.192078,,,,
145.352402,21.999546,145.352402,,,,
145.196655,22.01606,145.196655,,,,
145.021805,22.031956,145.021805,,,,
145.075043,22.047304,145.075043,,,,
145.320679,22.063932,145.320679,,,,
145.33931,22.078253,145.33931,,,,
145.288895,22.095888,145.288895,,,,
145.303986,22.112524,145.303986,,,,
145.373764,22.12748,145.373764,,,,
145.345795,22.143415,145.345795,,,,
145.604797,22.15955,145.604797,,,,
145.458771,22.175421,145.458771,,,,
145.200821,22.19199,145.200821,,,,
145.45015,22.207611,145.45015,,,,
145.2276,22.222778,145.2276,,,,
145.143295,22.240694,145.143295,,,,
145.209747,22.256107,145.209747,,,,
145.382111,22.271975,145.382111,,,,
145.182877,22.288374,145.182877,,,,
145.088669,22.302893,145.088669,,,,
145.466843,22.319506,145.466843,,,,
145.375641,22.335514,145.375641,,,,
145.125809,22.351818,145.125809,,,,
145.12999,22.367956,145.12999,,,,
145.294586,22.384226,145.294586,,,,
145.283157,22.399645,145.283157,,,,
145.042572,22.415689,145.042572,,,,
145.332458,22.431656,145.332458,,,,
145.333176,22.447504,145.333176,,,,
145.377243,22.46419,145.377243,,,,
145.165741,22.478939,145.165741,,,,
145.327408,22.496332,145.327408,,,,
145.256729,22.511457,145.256729,,,,
145.169464,22.527617,145.169464,,,,
145.221863,22.543756,145.221863,,,,
145.371063,22.560177,145.371063,,,,
145.308487,22.574665,145.308487,,,,
145.339539,22.592194,145.339539,,,,
145.335953,22.607332,145.335953,,,,
145.382355,22.623383,145.382355,,,,
145.504074,22.639961,145.504074,,,,
145.395874,22.654467,145.395874,,,,
145.491547,22.671211,145.491547,,,,
145.329742,22.686634,145.329742,,,,
145.265137,22.703003,145.265137,,,,
145.220978,22.719048,145.220978,,,,
145.622986,22.735468,145.622986,,,,
145.229309,22.75013,145.229309,,,,
145.323517,22.767542,145.323517,,,,
145.395309,22.782362,145.395309,,,,
145.281784,22.797966,145.281784,,,,
145.367279,22.814478,145.367279,,,,
145.59227,22.830484,145.59227,,,,
145.436935,22.84593,145.436935,,,,
145.300217,22.863098,145.300217,,,,
145.407318,22.878557,145.407318,,,,
145.396393,22.894506,145.396393,,,,
145.262222,22.910746,145.262222,,,,
145.340775,22.925278,145.340775,,,,
145.495789,22.941912,145.495789,,,,
145.400253,22.956676,145.400253,,,,
145.486832,22.973446,145.486832,,,,
145.463394,22.989325,145.463394,,,,
145.500244,23.005814,145.500244,,,,
145.363998,23.021099,145.363998,,,,
145.429276,23.03767,145.429276,,,,
145.460449,23.052988,145.460449,,,,
145.363876,23.068815,145.363876,,,,
145.337326,23.085283,145.337326,,,,
145.462387,23.100849,145.462387,,,,
145.360977,23.116659,145.360977,,,,
145.264542,23.132372,145.264542,,,,
145.377853,23.147457,145.377853,,,,
145.370834,23.164915,145.370834,,,,
145.239197,23.180412,145.239197,,,,
145.452606,23.195745,145.452606,,,,
145.591476,23.212723,145.591476,,,,
145.338379,23.227787,145.338379,,,,
145.397598,23.243275,145.397598,,,,
145.587982,23.259609,145.587982,,,,
145.328583,23.275177,145.328583,,,,
145.351334,23.291233,145.351334,,,,
145.188934,23.307541,145.188934,,,,
145.323578,23.321987,145.323578,,,,
145.150391,23.339348,145.150391,,,,
145.412567,23.353685,145.412567,,,,
145.251678,23.36989,145.251678,,,,
145.372452,23.386761,145.372452,,,,
145.019867,23.401468,145.019867,,,,
145.189774,23.417231,145.189774,,,,
145.430786,23.434481,145.430786,,,,
145.251389,23.449455,145.251389,,,,
145.360886,23.465126,145.360886,,,,
145.404861,23.481123,145.404861,,,,
145.471542,23.496346,145.471542,,,,
145.310471,23.512884,145.310471,,,,
145.285172,23.528543,145.285172,,,,
145.25528,23.544022,145.25528,,,,
145.255005,23.560638,145.255005,,,,
145.177383,23.576008,145.177383,,,,
145.177536,23.591282,145.177536,,,,
145.217789,23.608004,145.217789,,,,
145.159668,23.622801,145.159668,,,,
145.184769,23.638802,145.184769,,,,
145.385254,23.654789,145.385254,,,,
145.192581,23.670231,145.192581,,,,
145.195892,23.686619,145.195892,,,,
145.39357,23.702646,145.39357,,,,
145.226578,23.717693,145.226578,,,,
145.120422,23.734581,145.120422,,,,
144.992126,23.749849,144.992126,,,,
145.424179,23.764898,145.424179,,,,
145.383423,23.781647,145.383423,,,,
145.275192,23.79562,145.275192,,,,
145.444641,23.81303,145.444641,,,,
145.35498,23.829058,145.35498,,,,
145.160416,23.843531,145.160416,,,,
145.411194,23.860172,145.411194,,,,
145.392105,23.875872,145.392105,,,,
145.28653,23.890659,145.28653,,,,
145.190598,23.908136,145.190598,,,,
145.084839,23.922131,145.084839,,,,
145.237991,23.938589,145.237991,,,,
145.334167,23.954718,145.334167,,,,
145.423111,23.969736,145.423111,,,,
145.127548,23.985514,145.127548,,,,
145.310944,24.001305,145.310944,,,,
145.035995,24.01717,145.035995,,,,
144.993195,24.033098,144.993195,,,,
145.174774,24.048603,145.174774,,,,
145.279327,24.064198,145.279327,,,,
145.099594,24.080061,145.099594,,,,
145.023926,24.096485,145.023926,,,,
145.336151,24.111464,145.336151,,,,
144.895386,24.127565,144.895386,,,,
145.084793,24.143036,145.084793,,,,
145.003403,24.158466,145.003403,,,,
145.100235,24.174549,145.100235,,,,
145.502029,24.190414,145.502029,,,,
145.164276,24.20594,145.164276,,,,
145.280212,24.221718,145.280212,,,,
145.123871,24.236996,145.123871,,,,
145.301651,24.253384,145.301651,,,,
145.308563,24.268303,145.308563,,,,
145.268143,24.284163,145.268143,,,,
145.264572,24.300674,145.264572,,,,
145.049103,24.315052,145.049103,,,,
145.181534,24.33168,145.181534,,,,
145.389053,24.347933,145.389053,,,,
145.273529,24.36264,145.273529,,,,
144.937408,24.378429,144.937408,,,,
145.311462,24.394169,145.311462,,,,
145.265884,24.409103,145.265884,,,,
145.17186,24.425661,145.17186,,,,
145.252274,24.441412,145.252274,,,,
145.178909,24.456749,145.178909,,,,
145.19902,24.472654,145.19902,,,,
145.311295,24.488743,145.311295,,,,
145.028152,24.503719,145.028152,,,,
144.794739,24.520008,144.794739,,,,
144.967819,24.534159,144.967819,,,,
145.072906,24.551199,145.072906,,,,
144.884308,24.566847,144.884308,,,,
144.898682,24.581158,144.898682,,,,
144.991837,24.597658,144.991837,,,,
144.879639,24.612749,144.879639,,,,
144.811661,24.628983,144.811661,,,,
144.918121,24.645075,144.918121,,,,
144.927887,24.660494,144.927887,,,,
145.133682,24.675137,145.133682,,,,
144.728943,24.691648,144.728943,,,,
145.084702,24.706985,145.084702,,,,
144.94516,24.722385,144.94516,,,,
144.931229,24.738575,144.931229,,,,
145.12323,24.753811,145.12323,,,,
144.929398,24.769482,144.929398,,,,
144.998398,24.785625,144.998398,,,,
145.014938,24.799963,145.014938,,,,
145.081207,24.81719,145.081207,,,,
145.101822,24.832489,145.101822,,,,
145.054291,24.847116,145.054291,,,,
145.049637,24.863674,145.049637,,,,
144.918457,24.877888,144.918457,,,,
145.071793,24.894627,145.071793,,,,
145.196854,24.91103,145.196854,,,,
145.111206,24.925303,145.111206,,,,
144.957428,24.940928,144.957428,,,,
145.055725,24.956421,145.055725,,,,
145.039276,24.972174,145.039276,,,,
144.973267,24.987726,144.973267,,,,
145.13913,25.00404,145.13913,,,,
145.176712,25.018911,145.176712,,,,
145.009567,25.034698,145.009567,,,,
145.042892,25.050095,145.042892,,,,
145.096512,25.065924,145.096512,,,,
145.18454,25.081566,145.18454,,,,
145.262512,25.096861,145.262512,,,,
145.117813,25.112368,145.117813,,,,
145.130447,25.12841,145.130447,,,,
145.096283,25.14291,145.096283,,,,
145.311188,25.159586,145.311188,,,,
144.998459,25.174629,144.998459,,,,
145.334869,25.189503,145.334869,,,,
144.913742,25.206488,144.913742,,,,
145.066223,25.219995,145.066223,,,,
144.911591,25.236946,144.911591,,,,
145.062073,25.253199,145.062073,,,,
145.12384,25.267376,145.12384,,,,
145.220322,25.283154,145.220322,,,,
145.171631,25.298779,145.171631,,,,
144.980179,25.314791,144.980179,,,,
145.07338,25.330448,145.07338,,,,
145.135147,25.346373,145.135147,,,,
