"True Stress, MPa","True Strain, %","True Stress, MPa.1"
-7.161584,0.0,-7.161584
-7.091839,6.3e-05,-7.091839
-7.16313,4.5e-05,-7.16313
-7.551011,8.6e-05,-7.551011
-7.798066,1.8e-05,-7.798066
-8.106502,0.000179,-8.106502
-8.430014,0.000176,-8.430014
-8.535265,3.9e-05,-8.535265
-8.816847,0.000224,-8.816847
-8.976243,5.1e-05,-8.976243
-9.223025,1.8e-05,-9.223025
-9.26733,4.2e-05,-9.26733
-9.696091,0.000221,-9.696091
-9.929881,0.000179,-9.929881
-9.888972,5.7e-05,-9.888972
-10.329887,0.000229,-10.329887
-10.343115,0.00025,-10.343115
-10.730795,0.000176,-10.730795
-11.064371,0.0002,-11.064371
-8.385181,0.010555,-8.385181
22.32453,0.099088,22.32453
53.677799,0.20381,53.677799
77.58532,0.308163,77.58532
95.063904,0.411663,95.063904
108.352486,0.51521,108.352486
118.645645,0.618837,118.645645
127.317276,0.722235,127.317276
133.976349,0.825337,133.976349
139.679825,0.928755,139.679825
144.438583,1.031824,144.438583
148.551422,1.134713,148.551422
151.898514,1.237818,151.898514
154.653687,1.340281,154.653687
157.145569,1.443242,157.145569
159.437943,1.545512,159.437943
161.092499,1.648153,161.092499
162.927261,1.750405,162.927261
164.187714,1.852637,164.187714
165.377075,1.954774,165.377075
166.782394,2.056616,166.782394
167.490875,2.158869,167.490875
168.46199,2.260279,168.46199
169.147125,2.362539,169.147125
169.657944,2.463705,169.657944
170.084061,2.565499,170.084061
170.638794,2.666704,170.638794
171.025208,2.768178,171.025208
170.777695,2.869309,170.777695
170.876007,2.970529,170.876007
171.647156,3.071557,171.647156
172.391174,3.172375,172.391174
172.745331,3.27317,172.745331
173.140533,3.373936,173.140533
173.359283,3.474442,173.359283
173.760498,3.574747,173.760498
173.679886,3.675367,173.679886
174.001587,3.775508,174.001587
173.979004,3.87574,173.979004
173.978577,3.97568,173.978577
173.991104,4.07591,173.991104
173.993011,4.175647,173.993011
174.102859,4.275565,174.102859
174.461197,4.375176,174.461197
174.174484,4.474897,174.174484
174.545425,4.574226,174.545425
174.244919,4.673841,174.244919
174.509155,4.772995,174.509155
174.436615,4.872347,174.436615
174.659119,4.971328,174.659119
174.524216,5.070384,174.524216
174.656189,5.169361,174.656189
174.377838,5.267896,174.377838
174.145096,5.366803,174.145096
173.952423,5.46514,173.952423
174.259048,5.564046,174.259048
174.870041,5.662182,174.870041
174.858368,5.760458,174.858368
174.77475,5.858946,174.77475
174.860107,5.956731,174.860107
174.91153,6.055105,174.91153
175.029877,6.152712,175.029877
175.087036,6.250801,175.087036
174.858078,6.348335,174.858078
174.814545,6.446165,174.814545
174.877045,6.543579,174.877045
174.95546,6.64118,174.95546
174.845032,6.738526,174.845032
174.904343,6.835842,174.904343
174.807205,6.93296,174.807205
174.939285,7.03004,174.939285
174.786697,7.127117,174.786697
174.683548,7.224017,174.683548
174.81871,7.320762,174.81871
174.713913,7.417574,174.713913
174.596329,7.51404,174.596329
174.567337,7.610721,174.567337
174.273087,7.706875,174.273087
173.834824,7.803356,173.834824
173.892227,7.89936,173.892227
174.307358,7.995729,174.307358
174.724869,8.091585,174.724869
174.556335,8.187663,174.556335
174.691254,8.283582,174.691254
174.722168,8.379169,174.722168
174.576111,8.475014,174.576111
174.559555,8.570444,174.559555
174.557404,8.666207,174.557404
174.483215,8.761429,174.483215
174.335861,8.856856,174.335861
174.434372,8.95194,174.434372
174.226837,9.047252,174.226837
174.198212,9.142259,174.198212
174.304794,9.237171,174.304794
174.474716,9.332044,174.474716
174.218399,9.426823,174.218399
174.279739,9.521459,174.279739
174.343063,9.616116,174.343063
174.240952,9.710496,174.240952
173.955414,9.805191,173.955414
174.16738900000001,9.899205,174.16738900000001
174.31871,9.993805,174.31871
173.548691,10.087555,173.548691
173.028336,10.181927,173.028336
173.043625,10.275607,173.043625
173.59288,10.369852,173.59288
173.940369,10.463426,173.940369
173.806015,10.557453,173.806015
173.940964,10.650756,173.940964
173.802902,10.744555,173.802902
173.826157,10.837722,173.826157
173.755524,10.931211,173.755524
173.811783,11.024435,173.811783
173.892731,11.11752,173.892731
173.700729,11.210879,173.700729
173.727615,11.30352,173.727615
173.336105,11.396811,173.336105
173.329407,11.489395,173.329407
173.251968,11.582195,173.251968
173.427597,11.675032,173.427597
173.251892,11.767384,173.251892
173.27676400000001,11.859992,173.27676400000001
173.053101,11.952518,173.053101
172.86496,12.04458,172.86496
173.02124,12.137157,173.02124
173.131729,12.229195,173.131729
172.959076,12.321224,172.959076
172.296127,12.413464,172.296127
172.088028,12.505363,172.088028
172.311768,12.596948,172.311768
172.821854,12.689046,172.821854
172.976395,12.780398,172.976395
173.132645,12.872038,173.132645
173.097168,12.963635,173.097168
172.789688,13.054821,172.789688
172.854721,13.146073,172.854721
172.741272,13.237498,172.741272
172.542221,13.328378,172.542221
172.573578,13.419542,172.573578
172.38887,13.510639,172.38887
172.385574,13.601386,172.385574
172.338364,13.692279,172.338364
172.29155,13.783055,172.29155
172.442093,13.873521,172.442093
172.475937,13.96432,172.475937
172.183212,14.054792,172.183212
171.952606,14.144949,171.952606
171.827042,14.235682,171.827042
171.919601,14.32584,171.919601
171.840118,14.415827,171.840118
171.402634,14.506184,171.402634
171.134384,14.596055,171.134384
170.614822,14.686059,170.614822
170.183304,14.775455,170.183304
170.787811,14.86549,170.787811
171.097672,14.955277,171.097672
171.30545,15.044531,171.30545
171.159088,15.134501,171.159088
171.078659,15.223531,171.078659
171.172516,15.313119,171.172516
170.729248,15.402454,170.729248
170.914368,15.491559,170.914368
170.682938,15.580657,170.682938
170.50058,15.669798,170.50058
170.074478,15.758721,170.074478
170.308197,15.847651,170.308197
170.045822,15.936598,170.045822
169.69252,16.025028,169.69252
169.81662,16.113785,169.81662
169.952637,16.202271,169.952637
169.4543,16.29067,169.4543
169.564713,16.379185,169.564713
169.311478,16.467617,169.311478
169.153244,16.555725,169.153244
169.186188,16.643839,169.186188
168.952362,16.732056,168.952362
168.469131,16.820086,168.469131
167.701767,16.907785,167.701767
167.730438,16.995846,167.730438
168.110153,17.083681,168.110153
168.578766,17.171324,168.578766
168.422028,17.259302,168.422028
168.54808,17.346565,168.54808
168.319977,17.434099,168.319977
168.516724,17.521496,168.516724
167.994156,17.608919,167.994156
168.166977,17.696167,168.166977
167.666763,17.783281,167.666763
167.664368,17.870588,167.664368
167.598175,17.957554,167.598175
167.360687,18.044346,167.360687
167.279175,18.13133,167.279175
167.287857,18.217855,167.287857
166.991211,18.304735,166.991211
166.805969,18.391161,166.805969
166.625351,18.477982,166.625351
166.752243,18.564333,166.752243
166.50351,18.650648,166.50351
166.490982,18.737156,166.490982
166.332886,18.823481,166.332886
166.287888,18.909565,166.287888
165.723053,18.995893,165.723053
165.00943,19.081951,165.00943
165.15892,19.167732,165.15892
165.479095,19.253862,165.479095
165.951294,19.339767,165.951294
165.650467,19.425261,165.650467
165.510742,19.511091,165.510742
165.408524,19.596619,165.408524
165.30661,19.681993,165.30661
165.022675,19.767679,165.022675
165.113251,19.85297,165.113251
165.171219,19.938154,165.171219
164.997559,20.023611,164.997559
164.589249,20.108788,164.589249
164.591751,20.19372,164.591751
164.496246,20.279003,164.496246
164.135361,20.363644,164.135361
164.167709,20.448626,164.167709
163.982071,20.533545,163.982071
163.53125,20.618259,163.53125
163.683975,20.702818,163.683975
163.48436,20.787596,163.48436
163.443115,20.872089,163.443115
163.258591,20.95644,163.258591
163.084534,21.040939,163.084534
162.291046,21.125193,162.291046
161.824402,21.209192,161.824402
161.873474,21.29353,161.873474
162.687256,21.377779,162.687256
162.709198,21.461637,162.709198
163.029007,21.545601,163.029007
162.646088,21.629444,162.646088
162.586304,21.713362,162.586304
162.443405,21.797089,162.443405
162.158234,21.880646,162.158234
161.98114,21.964428,161.98114
161.58345,22.048029,161.58345
161.54512,22.131203,161.54512
161.213074,22.21483,161.213074
161.095917,22.298225,161.095917
160.96698,22.381327,160.96698
160.651535,22.464706,160.651535
160.653076,22.547873,160.653076
160.709274,22.630758,160.709274
160.343903,22.713701,160.343903
160.419266,22.796824,160.419266
160.268158,22.879398,160.268158
160.053558,22.962179,160.053558
159.73967,23.04501,159.73967
159.508621,23.127659,159.508621
158.740631,23.210054,158.740631
158.151016,23.292557,158.151016
158.477905,23.375114,158.477905
158.791199,23.457397,158.791199
159.216141,23.539625,159.216141
158.907852,23.621994,158.907852
158.690216,23.704147,158.690216
158.609421,23.786198,158.609421
158.367569,23.868481,158.367569
158.51178,23.950109,158.51178
158.180969,24.032209,158.180969
158.388229,24.114042,158.388229
157.775772,24.195635,157.775772
157.629242,24.277399,157.629242
157.528137,24.359093,157.528137
157.423035,24.440685,157.423035
157.135513,24.5221,157.135513
157.030029,24.603464,157.030029
156.679855,24.684942,156.679855
156.557678,24.766069,156.557678
156.421188,24.847322,156.421188
156.224365,24.928606,156.224365
156.000366,25.009611,156.000366
155.755493,25.090635,155.755493
155.47966,25.171652,155.47966
154.864212,25.252512,154.864212
154.501221,25.333237,154.501221
154.828247,25.414118,154.828247
154.907822,25.494902,154.907822
155.135498,25.575453,155.135498
154.996048,25.655996,154.996048
154.726242,25.736446,154.726242
154.33931,25.817091,154.33931
154.291626,25.897402,154.291626
154.297562,25.977558,154.297562
154.061264,26.058058,154.061264
153.958939,26.13814,153.958939
154.045181,26.218138,154.045181
153.766891,26.298225,153.766891
153.408188,26.378445,153.408188
153.423096,26.458307,153.423096
153.343063,26.537951,153.343063
153.208771,26.617928,153.208771
153.221985,26.697672,153.221985
153.034805,26.777302,153.034805
152.634628,26.856934,152.634628
152.626282,26.936588,152.626282
152.411957,27.016119,152.411957
152.017761,27.095497,152.017761
151.191818,27.174898,151.191818
150.648529,27.254431,150.648529
150.563202,27.333252,150.563202
151.147354,27.412605,151.147354
151.343552,27.491444,151.343552
151.233215,27.570671,151.233215
151.127945,27.649817,151.127945
151.136719,27.728449,151.136719
150.825882,27.807245,150.825882
150.475403,27.886337,150.475403
150.046371,27.964901,150.046371
150.046692,28.043556,150.046692
149.342194,28.122215,149.342194
149.534637,28.200487,149.534637
149.301361,28.279415,149.301361
149.113602,28.357592,149.113602
148.700806,28.436052,148.700806
148.509369,28.514292,148.509369
148.648407,28.592682,148.648407
148.582214,28.670818,148.582214
148.810883,28.74894,148.810883
148.477493,28.82699,148.477493
148.415283,28.904762,148.415283
148.201828,28.983074,148.201828
147.739075,29.060703,147.739075
147.203827,29.138384,147.203827
146.081253,29.21632,146.081253
146.384064,29.293718,146.384064
146.88118,29.371861,146.88118
147.107559,29.449045,147.107559
146.865997,29.526789,146.865997
146.673538,29.604046,146.673538
