"True Stress, MPa","True Strain, %"
-15.197612,0.0
-17.907581,0.000155
-8.513081,2.1e-05
-15.463077,0.000349
-16.887878,3e-06
-17.402653,3e-05
-17.715509,3e-05
-17.573074,9e-06
-17.243755,3e-06
-16.77816,3e-05
-16.71422,3e-05
-16.50799,3e-05
-16.231548,3e-05
-16.07209,3e-05
-15.760755,3e-05
-24.904535,3e-05
-28.1915,3e-05
-28.604485,3e-05
-3.632768,0.05116
30.765028,0.155447
58.888107,0.260074
80.907211,0.364087
96.935326,0.46774
108.267479,0.5713
117.667397,0.67483
124.649193,0.778261
130.428665,0.881403
135.727127,0.984503
139.960464,1.087518
143.608459,1.190365
146.7686,1.293245
146.175034,1.395904
138.000015,1.498575
144.954498,1.600954
151.528549,1.703277
155.685913,1.805475
150.915894,1.907812
150.947754,2.009901
151.588303,2.111763
152.122177,2.2137
152.864975,2.315442
153.521103,2.417253
154.41185,2.51875
155.329498,2.620325
156.137711,2.721681
156.800491,2.822871
157.472626,2.924053
158.145248,3.025032
143.063797,3.126005
149.918365,3.226847
148.568085,3.327608
163.121857,3.428203
152.903961,3.52877
151.242157,3.629077
151.010498,3.729497
151.210434,3.829747
151.27565,3.92985
151.791229,4.02988
152.222656,4.129869
152.518677,4.229641
153.168533,4.329514
153.536392,4.42915
153.968567,4.52869
154.258774,4.628117
141.702881,4.727558
145.427872,4.826805
144.838974,4.925955
156.653259,5.025027
148.998016,5.123908
146.837555,5.222774
146.066406,5.321558
146.066452,5.420183
146.306885,5.518747
146.648636,5.617277
147.268936,5.715641
147.695312,5.813822
148.105362,5.912092
148.621582,6.009999
149.155472,6.108054
149.801285,6.205924
140.097061,6.303683
139.248352,6.401361
140.108566,6.499056
149.448593,6.596497
145.213348,6.693903
141.883972,6.791196
140.89032,6.888438
140.955124,6.985575
141.070618,7.082695
141.757553,7.179633
142.078461,7.276412
142.467651,7.373187
143.046875,7.469785
143.365143,7.566331
144.039993,7.662868
144.835999,7.75915
140.82402,7.855496
130.914902,7.951702
135.320709,8.047857
140.763214,8.143754
142.61853,8.2397
136.707657,8.33557
135.752335,8.431285
135.861191,8.526903
136.30632,8.622478
136.500809,8.717905
137.125137,8.813241
137.602921,8.908554
138.202072,9.00375
138.727554,9.098815
139.408173,9.193774
140.062378,9.288603
140.802292,9.383462
123.948776,9.478175
130.933609,9.572895
129.243118,9.667517
143.587585,9.761912
132.421875,9.856376
130.885574,9.950572
